Afrika	非洲
Djouang	壮族
Yougoslavia	南斯拉夫
Norneg	諾恩語
Totoeg	投投語
Mammout	猛犸象
Attila	阿提拉
Riezad	界 (生物)
Fenikianeg	腓尼基语
Aung San Suu Kyi	翁山蘇姬
Nganaseg	恩加納桑語
Amerindianed	美洲原住民
Gresianeg Pontos	旁狄希臘語
Sinai	西奈半島
Nozvezh ar strink	水晶之夜
Aviel Yann	約翰福音
Robert Pattinson	羅伯·派汀森
Flandrez Frañs	法國佛蘭德斯地區
Rannvroioù Bro-C'hall	法国大区
Abd al-Malik	阿卜杜勒-馬利克·本·馬爾萬·本·哈卡姆
Sumereg	苏美尔语
Dor	門 (建築部件)
Arancón	阿兰孔
Pevarc'hostezeg	四邊形
William, Dug Cambridge	劍橋公爵威廉王子
Siwaeg	西瓦語
Tokelau	托克劳
Tchagataieg	察合台語
Tchanglaeg	仓洛语
Rihanna	蕾哈娜
Tofaeg	圖法語
Twieg	契維語
Ivin	指甲
Yezh vamm	母語
Oubic'heg	尤比克语
Ozon	臭氧
Yeleg	耶里多涅語
Salvador (Bahia)	萨尔瓦多 (巴西)
Robert De Niro	罗伯特·德尼罗
Lorgnez	麻风病
Umbrieg	翁布里亚语
Chaseal	狩獵
Daouzek	12
Youkieg	尤基語
Toshiro Mifune	三船敏郎
Keltibereg	凱爾特伊比利亞語
Dremm	臉
World Wide Web Consortium	万维网联盟
Yezhoù loloek	彝語支
Bruderezh	廣告
Bae Baffin	巴芬灣
Tallahassee	塔拉赫西
Lwoeg	卢奥族
José Saramago	若泽·萨拉马戈
Bismarck (North Dakota)	俾斯麥 (北達科塔州)
Salomon (roue Israel)	所羅門
Iliz Satan	撒旦教會
Trinded kristen	三位一體
Auckland	奧克蘭都會區
Republik ar Rif	里夫共和国
Florence Nightingale	弗羅倫斯·南丁格爾
Linenn (geometriezh)	直线
Faraon	法老
AK-47	AK-47突击步枪
331	331年
Athena	雅典娜
Metan	甲烷
Friedrich Wilhelm III (Prusia)	腓特烈·威廉三世
365	365年
Kustentin XI Palaiologos	君士坦丁十一世
G8	八大工業國組織
Nukleüs (an atomoù)	原子核
Sun Tzu	孙武
379	379年
David Hume	大卫·休谟
Indezeuropeg	原始印歐語
Luiz Inácio Lula da Silva	路易斯·伊纳西奥·卢拉·达席尔瓦
Eritrokit	红血球
Robert Koch	罗伯特·科赫
Piramidenn vras Gizah	胡夫金字塔
Sindh	信德省
CIA	中央情报局
Skrivañ	寫作
Yann-Baol Iañ	若望·保禄一世
Kib vell-droad ar bed 2006	2006年世界杯足球赛
Ramayana	罗摩衍那
Gallaoueg	加羅語
Spered Santel	聖靈
Cleveland (Ohio)	克里夫蘭 (俄亥俄州)
Samuel Beckett	萨缪尔·贝克特
Lublin	卢布林
Apollon	阿波罗
Dalai Lama	达赖喇嘛
John Michael Talbot	约翰·約瑟夫·塔波特
Akrotiri ha Dhekelia	亞克羅提利與德凱利亞
Klaus Ebner	克勞斯·埃布訥
Arara	阿拉拉
Melanezia	美拉尼西亚
Naypyidaw	奈比多
Glin	膝
ISO 4217	ISO 4217
Kevreadurezh	语法学
Kod-post	邮政编码
Nicole Kidman	妮可·基嫚
Kuzul Surentez ar Broadoù Unanet	联合国安全理事会
Meurgan	史诗
Mor Ionian	爱奥尼亚海
Lunedoù	眼鏡
Kevrennad	纲
Donatello	多那太羅
Jackson Pollock	杰克逊·波洛克
Jean Calvin	约翰·加尔文
Valentine's Day	情人节
Gwilherm II (dug Normandi)	威廉一世 (英格兰)
David Ben Gourion	戴维·本-古里安
Luciano Pavarotti	卢奇亚诺·帕瓦罗蒂
Schelde	斯海尔德河
Thomas Hobbes	托马斯·霍布斯
Mila Kunis	米娜·古妮丝
-43	前43年
Listennad adplanedennoù koskoriad an Heol	太阳系自然卫星列表
Brezel ar Pleg-mor	海湾战争
Somme (stêr)	索姆河
Mor Su Sina	南海
Seiz	丝绸
Sejong Veur (Joseon)	朝鮮世宗
Kameleon	變色龍
Paul Gauguin	保羅·高更
Bloemfontein	布隆方丹
Haiku	俳句
Beaurainville	博兰维尔
Tirlu	陆军
Poblañsouriezh	人口学
Yezhoù yuzev-arabek	猶太-阿拉伯語
Gladdalc'helezh	封建制度 (歐洲)
Kromozom	染色体
Besançon	贝桑松
Charlotte's Web (film, 1973)	夏洛特的网 (1973年电影)
Sint-Truiden	圣特雷登
Bălţi	伯爾茲
Port Vila	维拉港
Trevreizhad	生态系统
Milwaukee	密尔沃基
Yezhoù altaek	阿尔泰语系
Natalie Portman	娜塔莉·波特曼
Strizh-mor	海峡
Priz Nobel al Lennegezh	诺贝尔文学奖
Timbr	邮票
Masiela Lusha	玛歇娜·卢莎
Sapporo	札幌市
Gregor Mendel	孟德爾
Karintia	克恩顿州
Yangon	仰光
-63	前63年
Hera	赫拉
St. Louis (Missouri)	圣路易斯 (密苏里州)
Kensonenn	辅音
Herta Müller	赫塔·米勒
Galia	高卢
Lewis Carroll	路易斯·卡羅
Paraíba	帕拉伊巴州
Inizi Galápagos	科隆群岛
Priz Nobel ar Fizik	诺贝尔物理学奖
Kevredigezh ar Broadoù	國際聯盟
Samourai	武士 (日本)
Askorn fri	鼻骨
-31	前31年
Helen Keller	海倫·凱勒
George Lucas	乔治·卢卡斯
Nagasaki	长崎市
Eintracht Frankfurt	法兰克福足球俱乐部
Enya	恩雅
Yokohama	横滨市
Morfologiezh	词法学
Bloavezhioù 1840	1840年代
Alexandre Dumas (tad)	大仲马
Skourrad	门 (生物)
Herri VIII (Bro-Saoz)	亨利八世
Añje	昂热
Bulldog	斗牛犬
William Faulkner	威廉·福克納
Aotism	自閉症
Columbia (South Carolina)	哥伦比亚 (南卡罗来纳州)
Romano Prodi	罗马诺·普罗迪
Xena: Warrior Princess	齊娜武士公主
Turku	圖爾庫
Milion	1000000
Adana	阿达纳
Santa Fe (New Mexico)	圣菲 (新墨西哥州)
Milgi	格雷伊獵犬
Dingo (loen)	澳洲野犬
Western (Kenya)	西部省 (肯尼亚)
Rift Valley (Kenya)	裂谷省
Nyanza (Kenya)	尼扬扎省
Devanāgarī	天城文
Levran Iwerzhon	愛爾蘭獵狼犬
Bloavezhioù 1880	1880年代
Pleg-mor Bengal	孟加拉灣
Keginañ	烹饪
Milin-avel	風車 (動力機)
Helena (Montana)	赫勒拿 (蒙大拿州)
Bertolt Brecht	贝托尔特·布莱希特
Skeuliad Richter	黎克特制地震震級
Skol-veur Biobío	比奥比奥大学
Emgann Stalingrad	斯大林格勒战役
Hamas	哈马斯
Suva	蘇瓦
Nukuʻalofa	努库阿洛法
Heavy metal	重金属音乐
Laser	激光
Prusia	普魯士
Lou Andreas-Salomé	露·安德烈亚斯·莎乐美
Mor Tirrenia	第勒尼安海
Olimpia	奥林匹亚
Stankell uhel Asouan	阿斯旺水坝
Ratcha-Letchc'houmi ha Khvemo Svanethi	拉恰-列其呼米-下斯瓦涅季亞州
Niveradur roman	罗马数字
Keleier	新闻
Bloavezhioù 1890	1890年代
Vorarlberg	福拉尔贝格州
Impalaer	皇帝
Cheyenne (Wyoming)	夏延 (怀俄明州)
Hantervoul norzh	北半球
Renminbi	人民币
Minas Gerais	米纳斯吉拉斯州
Leeds	利兹
Port of Spain	西班牙港
Bohemia	波希米亚
John Steinbeck	約翰·史坦貝克
Menez Fuji	富士山
Recep Tayyip Erdoğan	雷杰普·塔伊普·埃尔多安
Amprevanoniezh	昆虫学
Orañjez (liv)	橙色
Hertz	赫兹
Bouc'hal	斧
Sotchi	索契
Anchorage (Alaska)	安克拉治
Pol Pot	波尔布特
Treuzsilvania	特兰西瓦尼亚
Emma Watson	艾瑪·沃特森
Porthcawl	波斯考尔
Bloavezhioù 1830	1830年代
Traktor	拖拉机
Artemis	阿耳忒弥斯
Pará (stad)	帕拉州
Gamal Abdel Naser	贾迈勒·阿卜杜-纳赛尔
Tonari no Totoro	龙猫
Bloavezhioù 1800	1800年代
Bae	海灣
Antoine Lavoisier	安托万-洛朗·德·拉瓦锡
Ali ibn Abi Talib	阿里·本·阿比·塔利卜
Karv-erc'h	驯鹿
Nicolas Appert	尼古拉·阿佩爾
Semantik	语义学
Eyjafjallajökull	埃亚菲亚德拉冰盖
Penélope Cruz	佩内洛普·克鲁兹
Stonehenge	巨石阵
Alkimiezh	炼金术
Des Moines (Iowa)	德梅因
Tour-tan	灯塔
The Rescuers	救難小英雄 (迪士尼)
Broioù balt	波罗的海国家
Aconcagua	阿空加瓜山
Bandenn Gaza	加沙地带
George	乔治
Maracas	沙锤
Jack Nicholson	杰克·尼科尔森
Mario Vargas Llosa	马里奥·巴尔加斯·略萨
Saonenn	谷地
Niveradeg	人口普查
Stephen King	斯蒂芬·金
Averroes	伊本·魯世德
Radio Studio 54 Network	第54演播室電台聯播網
Bloavezhioù 1860	1860年代
Bloavezhioù 1870	1870年代
Ágreda	阿格雷达
Gwennili	燕科
Pantekost	五旬節
Spa (kêr)	斯帕
Stirennoù	韧带
.br	.br
Bragoù	褲
Auguste Renoir	皮耶-奧古斯特·雷諾瓦
Aviel Lukaz	路加福音
Veda	吠陀
-58	前58年
Gela	杰拉
Nostradamus	諾斯特拉達姆士
Canas	戛纳
Proviñs Concepción (Chile)	康賽普西翁省 (智利)
Berenike II Egipt	贝勒尼基二世
Energiezh an heol	太阳能
-52	前52年
Rio Grande do Sul	南里奥格兰德州
Amazonas (Brazil)	亚马孙州 (巴西)
Goulev	计算机程序
Brikenn	磚
Aiacciu	阿雅克肖
ㄱ	ㄱ
Nadar	納達爾 (攝影家)
ㄴ	ㄴ
Ceará	塞阿腊州
ㄷ	ㄷ
Amapá	阿馬帕州
ㄹ	ㄹ
-59	前59年
ㅁ	ㅁ
-57	前57年
ㅂ	ㅂ
Morgazh	章鱼
ㅅ	ㅅ
Mitsubishi A6M2	零式艦上戰鬥機
ㅈ	ㅈ
Assyria (proviñs roman)	亞述 (羅馬行省)
Den Neandertal	尼安德特人
Herri II	亨利二世
ㅌ	ㅌ
Divina Commedia	神曲
Hobart	荷巴特
ㅏ	ㅏ
Bloavezhioù 1810	1810年代
Henoadvezh ar maen	旧石器时代
William Butler Yeats	威廉·巴特勒·叶芝
Egorlestr	航天器
Karl Benz	卡尔·本茨
Votadeg	選舉
ㅡ	ㅡ
ㅣ	ㅣ
Manaus	马瑙斯
Maraton (sport)	马拉松
ㄲ	ㄲ
Antalya (proviñs)	安塔利亚省
Ejen-mor Karib	西印度海牛
Porto Alegre	阿雷格里港
Liesadur	乘法
Ginea Nevez	新幾內亞
The Fox and the Hound	狐狸与猎狗
Oberoù an Ebestel	使徒行传
Gwener-ar-Groaz	耶穌受難節
Racine (Wisconsin)	拉辛 (威斯康星州)
Joliet (Illinois)	喬利埃特 (伊利諾州)
Norman (Oklahoma)	諾曼 (奧克拉荷馬州)
Alvokad	律師
Toull-bac'h	監獄
Bahia	巴伊亞州
Albrecht Iañ von Brandenburg-Ansbach	阿尔布雷希特 (普鲁士)
Buffalo (New York)	水牛城
Noazhded en arz	裸体艺术
あ (lizherenn)	あ
い (lizherenn)	い
う (lizherenn)	う
え (lizherenn)	え
Roll ar bibion	教宗列表
お (lizherenn)	お
か (lizherenn)	か
John Wayne	約翰·韋恩
Zodiak	黃道帶
き (lizherenn)	き
Adana (proviñs)	阿达纳省
く (lizherenn)	く
Korn Afrika	非洲之角
け (lizherenn)	け
Sumo	相撲
こ (lizherenn)	こ
Lot, niz Abraham	羅得
さ (lizherenn)	さ
し (lizherenn)	し
す (lizherenn)	す
せ (lizherenn)	せ
そ (lizherenn)	そ
Édouard Manet	愛德華·馬奈
Karrekaenn	化石
Ankilosaor	甲龍屬
Quedlinburg	奎德林堡
た (lizherenn)	た
Annequin (Pas-de-Calais)	阿讷坎
ち (lizherenn)	ち
Ray Bradbury	雷·布萊伯利
つ (lizherenn)	つ
て (lizherenn)	て
Cristina Fernández de Kirchner	克里斯蒂娜·费尔南德斯·德基什内尔
と (lizherenn)	と
な (lizherenn)	な
Yann ar Badezour	聖若翰洗者
に (lizherenn)	に
ぬ (lizherenn)	ぬ
ね (lizherenn)	ね
の (lizherenn)	の
は (lizherenn)	は
ひ (lizherenn)	ひ
Paulínia	保利尼亚
ふ (lizherenn)	ふ
へ (lizherenn)	へ
Dilma Rousseff	迪爾瑪·羅塞夫
ほ (lizherenn)	ほ
Demeter	得墨忒耳
Origo	原點
ま (lizherenn)	ま
Bursa	布尔萨
み (lizherenn)	み
Pierre (South Dakota)	皮尔 (南达科他州)
む	む
Lamadur	減法
め	め
も	も
や (lizherenn)	や
ゆ	ゆ
Konsul	罗马执政官
Acre (stad)	阿克里州
よ	よ
Nikolaz II Rusia	尼古拉二世 (俄罗斯)
ら (lizherenn)	ら
り	り
Sandra Bullock	珊卓·布拉克
る	る
Krank	螃蟹
れ	れ
ろ	ろ
God Save the Queen	天佑吾王
わ	わ
を	を
Benghazi	班加西
ん	ん
Knut Hamsun	克努特·汉姆生
ゑ	ゑ
Fentc'hoari	喜劇
ゐ	ゐ
Kroaz	十字
Breda	布雷达
Tenerife	特内里费岛
Sizailh	剪刀
Dnipro	第聂伯河
Marbr	大理石
Koumoulennad Oort	奥尔特云
-53	前53年
Doris Lessing	多丽丝·莱辛
Carson City	卡森城 (內華達州)
Alagoas	阿拉戈斯州
Inizi Andaman ha Nicobar	安达曼-尼科巴群岛
Dumbo	小飞象
Nancy	南锡
Ares	阿瑞斯
Virginia Woolf	弗吉尼亚·吴尔夫
Honiara	霍尼亚拉
Troazh	尿
Bloavezhioù 1850	1850年代
Nefertiti	娜芙蒂蒂
Eva Perón	伊娃·裴隆
Aesc'hulos	埃斯库罗斯
Pernambuco	伯南布哥州
Daniel Defoe	丹尼尔·笛福
Brezel dieubidigezh ar Stadoù Unanet	美國獨立戰爭
Anhui	安徽省
Poellgor Olimpek Etrebroadel	国际奥林匹克委员会
Kole-mor	海象
Fonologiezh	音位學
Courtonne-la-Meurdrac	库尔通拉默尔德拉克
Ouilly-le-Vicomte	乌伊利莱维孔特 (卡尔瓦多斯省)
Harold Pinter	哈罗德·品特
Orangoutan	猩猩屬
Hezbollah	真主党
Epimetheüs	厄庇墨透斯
Tal	前额
Topeka	托皮卡
Levr ar Salmoù	詩篇
Pieve di Cadore	皮耶韦迪卡多雷
Avenida Paulista	圣保罗人大道
Mongolia an Diabarzh	内蒙古自治区
Kleñved Naplez	梅毒
Raleigh (North Carolina)	罗利 (北卡罗来纳州)
Clarksville	克拉克斯维尔
Santa Catarina (stad)	圣卡塔琳娜州
Plasenn Ruz	紅場
Kim Il-sung	金日成
Poseidon	波塞冬
Asiria	亚述
Melun	默伦
Jane Fonda	珍·芳達
-48	前48年
Táchira (stad)	塔奇拉州
Apure (stad)	阿普雷州
-55	前55年
Hent Sant Jakez	聖雅各之路
Herakleitos	赫拉克利特
Republikoù Rusia	俄罗斯自治共和国
Demi Lovato	黛咪·洛瓦特
Haile Selassie Iañ	海尔·塞拉西一世
Mekong	湄公河
La Marseillaise	馬賽曲
Erer meur	金雕
Aleppo	阿勒颇
Caen	卡昂
San Juan (Puerto Rico)	圣胡安 (波多黎各)
Hantervoul su	南半球
Opera (merdeer)	Opera
Andriy Shevchenko	安德烈·米科拉约维奇·舍甫琴科
Bydgoszcz	比得哥什
Johannes Vermeer	扬·弗美尔
Basseterre	巴斯特尔 (圣基茨和尼维斯)
Urzh an Templ	圣殿骑士团
Republik Weimar	魏瑪共和國
Franz Liszt	弗朗茨·李斯特
Bobby Fischer	鮑比·菲舍爾
Linz	林茨
-67	前67年
-54	前54年
Jodie Foster	茱迪·科士打
Gwinegr	醋
Stiria	施泰爾馬克州
Hirder gwagenn	波长
David (roue Israel)	大衛
Roparzh Iañ (dug Normandi)	罗贝尔一世 (诺曼底)
José Luis Rodríguez Zapatero	何塞·路易斯·罗德里格斯·萨帕特罗
Gouennlazh	种族灭绝
Edvard Munch	爱德华·蒙克
Ki-dour mor	海獺
Federico García Lorca	费德里戈·加西亚·洛尔卡
Haides	哈得斯
Soubenn	汤
Hestia	赫斯提亞
Stewart	斯圖爾特
Barrez	芭蕾舞
Rio de Janeiro (stad)	里約熱內盧州
Lur Jibraltar	直布羅陀鎊
Pleg-mor Ginea	几内亚湾
Kurdistan	庫爾德斯坦
Kingstown (Sant-Visant hag ar Grenadinez)	金斯敦 (圣文森特和格林纳丁斯)
Hermes	赫耳墨斯
Lez roueel	法院
Wole Soyinka	渥雷·索因卡
Henamzer	古代史
Henryk Sienkiewicz	亨利克·显克微支
Ludwig Mies van der Rohe	路德維希·密斯·凡德羅
Mol	摩尔 (单位)
William Blake	威廉·布莱克
Ploutarc'hos	普魯塔克
Frank Lampard	法蘭·林柏特
-56	前56年
-51	前51年
Kanenn d'al Levenez	歡樂頌
Saint George's	圣乔治 (格林纳达)
Aozadur evit ar C'henober hag an Diorren Ekonomikel	经济合作与发展组织
Keurzelwenn Rodos	羅得島太陽神銅像
Julia Gillard	朱莉亞·吉拉德
Michel de Montaigne	米歇爾·德·蒙泰涅
Drougsant	癫痫
Pleg-mor Gwaskogn	比斯開灣
Goiás	戈亚斯州
Lezenn Ohm	欧姆定律
Christina Aguilera	克莉絲汀·阿奎萊拉
Świnoujście	希維諾烏伊希切
Mor Oc'hotsk	鄂霍次克海
Amiens	亞眠
Disglavier	傘
Koriandrez	芫荽
Monarkiezh vonreizhel	君主立宪制
Leon VI ar Fur	利奥六世 (拜占庭)
Haifa	海法
Sorikideged	鼩鼱科
Fenikianed	腓尼基
Pakt Varsovia	华沙条约组织
Banniel India	印度国旗
Dionysos	狄俄倪索斯
Thoukydides	修昔底德
Rakiura	斯圖爾特島
Castries	卡斯特里
Fujian	福建省
Mor Iwerzhon	愛爾蘭海
Trakia	色雷斯
Akilles	阿喀琉斯
Joseph Goebbels	約瑟夫·戈培爾
Klagenfurt	克拉根福
Frazenn	句子
Kansas City (Missouri)	堪薩斯城 (密蘇里州)
Chahada	清真言
Pleg-mor Aden	亚丁湾
Justinian Iañ	查士丁尼一世
Paul Newman	保羅·紐曼
Reims	兰斯 (法国城市)
Manmohan Singh	曼莫汉·辛格
Rosa Parks	羅莎·帕克斯
Liorzhoù a-istribilh Babilon	空中花园
Panda ruz	小熊猫
Aisne (Oise)	埃纳河
Sri Jayawardenapura Kotte	斯里賈亞瓦德納普拉科特
Aostria-Uhel	上奧地利
Mongoled	蒙古族
Saint-Germain-de-Tallevende-la-Lande-Vaumont	圣日尔曼德塔勒旺代-拉-朗代-沃蒙 (卡尔瓦多斯省)
Marne (stêr)	马恩河
Ajañs Etrebroadel an Energiezh Atomek	国际原子能机构
Meuse (stêr)	默兹河
Flammeg	火烈鸟
Talcahuano	塔爾卡瓦諾
Tahiti	大溪地
Bosenn werblus	黑死病
Riegezh	主權
Jean-Marie Gustave Le Clézio	让-马里·古斯塔夫·勒克莱齐奥
Hyaenidae	鬣狗科
Isfahan	伊斯法罕
-399	前399年
Gobi	戈壁
Denzel Washington	丹泽尔·华盛顿
Tomas Tranströmer	托马斯·特兰斯特罗默
Feskenn	臀
Clermont-Ferrand	克莱蒙费朗
Gwele	床
Palez Buckingham	白金汉宫
Abel Tasman	阿贝尔·塔斯曼
Goted	哥特人
Maenengravadur	岩刻
Balum glas	蓝鲸
Hainan	海南省
Ave Maria	聖母經
Caravaggio	卡拉瓦乔
Vandaled	汪达尔人
Pinyin	汉语拼音
Reter-Pellañ	遠東
Mel Gibson	梅尔·吉布森
Falz	镰刀
Sul ar Beuz	棕枝主日
Sully Prudhomme	苏利·普吕多姆
Richarzh Iañ (Bro-Saoz)	理查一世
C'harkiv	哈爾科夫
Sebastian Vettel	賽巴斯蒂安·維泰爾
Inizi angl-ha-norman	海峡群岛
Savanenn	熱帶乾濕季氣候
Pi XI	庇護十一世
Dube	原鸽
Maranhão (stad)	马拉尼昂州
Hensaozneg	古英语
Nivlennad	星云
Devezh etrebroadel ar yezh vamm	國際母語日
Porzh USB	通用串行總線
Sionouriezh	錫安主義
Gansu	甘肃省
Andrea Bocelli	安德烈·波伽利
Saozon	英格蘭人
Evo Morales	埃沃·莫拉莱斯
Banniel Polonia	波蘭國旗
Sheffield	谢菲尔德
York	約克
Sturienn	座右銘
Iron Maiden	鐵娘子樂團
Gouren	摔跤
Astérix ar Galian	阿斯泰利克斯历险记
Katy Perry	姬蒂·佩芮
Aostria-Izel	下奧地利州
Roraima	羅賴馬州
H. G. Wells	赫伯特·乔治·威尔斯
Gris	灰色
Atoll	環礁
Spis (temz)	香辛料
Trovan	热带
Banniel ar Stadoù-Unanet	美国国旗
Thomas More	托马斯·莫尔
Wisława Szymborska	維斯拉瓦·辛波絲卡
Lama (bronneg)	大羊駝
James Cameron	詹姆斯·卡梅隆
Keira Knightley	姬拉·麗莉
Ilin	肘
Prionailurus	豹貓屬
Frederic Mistral	弗雷德里克·米斯特拉尔
Beleg	祭司
Amenhotep III	阿蒙霍特普三世
Aotrouniezh Vroadel Palestina	巴勒斯坦民族权力机构
Kazh-gwern	丛林猫
Kazh loupard	豹貓
Mariana Mantovana	马里亚纳曼托瓦纳
Kastell Windsor	溫莎城堡
Virgilio (Lombardia)	维尔吉廖
C'hwezher bitous	侏儒抹香鲸
Kazh Geoffroy	喬氏貓
Serval	藪貓
Bual Azia	水牛
Sfins	斯芬克斯貓
Saint-Étienne	圣艾蒂安
Piauí	皮奧伊州
Olympia (Washington)	奧林匹亞 (華盛頓州)
Heinrich Böll	海因里希·伯尔
Palikir	帕利基尔
Biosferenn	生物圈
Johnny Cash	約翰尼·卡什
Audrey Hepburn	奥黛丽·赫本
Ejen-mor	海牛屬
Belo Horizonte	贝洛奥里藏特
Barv	鬍鬚
Nimes	尼姆
An Havr-Nevez	勒阿弗尔
ETA	埃塔
30 (niver)	30
Mato Grosso	马托格罗索州
Gregor Iañ	教宗額我略一世
Ivan Tourgeniev	伊万·谢尔盖耶维奇·屠格涅夫
Impalaeriezh roman ar C'hornôg	西羅馬帝國
Leifr Eiríksson	萊夫·埃里克松
Abdullah Gül	阿卜杜拉·居尔
Profed	先知
Banniel Italia	意大利国旗
Tirol (Aostria)	蒂罗尔州
Klemañs Iañ	克莱孟一世
Karbed	载具
Krishna	黑天
Hansa	汉萨同盟
Nirvana (relijion)	涅槃
Melegnano	梅莱尼亚诺
Brezel Troia	特洛伊战争
Bronisław Komorowski	布羅尼斯瓦夫·科莫羅夫斯基
Moger	墙
Thor	索尔
Eoul	油
Monson	季风
Dispac'h miz Here	十月革命
Ivan Pavlov	巴甫洛夫
Bloavezhioù 1600	1600年代
Tatouadur	刺青
Kafe turk	土耳其咖啡
Castel Goffredo	卡斯泰尔戈夫雷多
George Bush	乔治·布什
Enez Rodos	罗得岛
Bambi	小鹿斑比
Ahel Roma-Berlin-Tokyo	轴心国
Heinrich Himmler	海因里希·希姆莱
Donetsk	頓涅茨克
Charlez II Navarra	查理二世 (纳瓦拉)
Pebr	黑胡椒
Reizhskrivadur	正寫法
Strollad Broadelour Euskarat	巴斯克民族主义党
Cordebugle	科尔代比格尔
Le Pin (Calvados)	勒潘 (卡尔瓦多斯省)
Elbrous	厄尔布鲁士山
Diocletianus	戴克里先
Aikido	合氣道
Sant	圣人
Rannig elfennel	基本粒子
Skoazell:FAG	Wikipedia:常见问题解答
Kevin Rudd	陆克文
Giurtelecu Şimleului	久爾泰萊庫-希姆萊烏盧伊
Sofia Rotaru	索菲亚·罗塔璐
Sarah Palin	莎拉·佩林
Kegin (pezh)	廚房
Krokodil	鱷科
Ofis santel	宗教裁判所
Banniel Japan	日本国旗
Ellen Johnson-Sirleaf	埃伦·约翰逊·瑟利夫
Eratosthenes	埃拉托斯特尼
Banniel Frañs	法国国旗
Yunnan	云南省
Cincinnati	辛辛那提 (俄亥俄州)
Delta (stêr)	三角洲
Omaha (Nebraska)	奥马哈 (内布拉斯加州)
Divrevelezh	双性恋
Clint Eastwood	克林·伊斯威特
Burgenland	布尔根兰州
Epikuros	伊壁鸠鲁
Kazh-banal	獛属
Kazh-banal-dour	水獛
Espírito Santo (stad)	圣埃斯皮里图州
Rondônia	朗多尼亚州
-480	前480年
Ingrid Bergman	英格丽·褒曼
Morfem	語素
Gestapo	盖世太保
Sophia Loren	索非娅·罗兰
Rio Grande do Norte	北里约格朗德州
Dremmwel (fizik)	地平線
Moravia	摩拉維亞
Zulia	苏利亚州
Pieter Brueghel gozh	老彼得·勃鲁盖尔
Barinas (stad)	巴里纳斯州
Charles, Priñs Kembre	威爾斯親王查爾斯
Ginkgo biloba	银杏
Impalaeriezh alaman	德意志帝國
Sultan	苏丹 (称谓)
John Maxwell Coetzee	约翰·马克斯维尔·库切
Villeneuve-d'Ascq	阿斯克新城
Enez Wake	威克島
Aval-stoub	榲桲
Fresno (Kalifornia)	弗雷斯诺
Malcolm X	麥爾坎·X
Mato Grosso do Sul	南马托格罗索州
Salzburg (stad)	萨尔茨堡州
Motown	摩城唱片
Mikhail Saakashvili	米哈伊爾·薩卡什維利
Pompei (Henamzer)	庞贝
Sonerezh folk	民俗音樂
Aristofanes	阿里斯托芬
Harry Potter ha Maen ar Furien	哈利·波特与魔法石
Corvus	乌鸦
Bloavezhioù 1700	1700年代
Liñs Eurazia	歐亞猞猁
Plymouth (Bro-Saoz)	普利茅斯
Edirne	埃迪爾內
Shandong	山东省
Aulnoye-Aymeries	欧努瓦艾姆里
Abostol	使徒 (基督教)
Richmond (Virginia)	里士满 (维吉尼亚州)
Aisopos	伊索
Houlierezh	操控性工作者
Giosuè Carducci	焦苏埃·卡尔杜奇
Gustave Flaubert	古斯塔夫·福樓拜
Parez	雌性
Tiriad Meurvor Indez Breizh-Veur	英屬印度洋領地
Creative Commons	创作共用
Plzeň	比尔森
Ferdowsi	菲爾多西
Fortaleza	福塔雷萨
Indez-Sina	中南半島
Brec'h (ezel)	臂
Derby	德比 (英格蘭)
Franked	法蘭克人
Puñs	井
Falc'hun (evn)	隼
Zoo	動物園
Dodo	渡渡鸟
Guayaquil	瓜亞基爾
Nightwish	夜愿
Lost-louarn	小茴香
K2	喬戈里峰
Emrodez	祖母綠
Skeul amzervezhioù douarouriezhel	地质年代
Gerhart Hauptmann	格哈特·霍普特曼
Sitting Bull	坐牛
Kazh gouez	斑貓
Cotonou	科托努
Mazhev (avielour)	馬太
Odin	奥丁
Balzamegenn	木乃伊
Trochilidae	蜂鸟
Leiden	莱顿
Kiwi (evn)	鷸鴕
Hidrokarbon	烃
Apollo 11	阿波罗11号
Berrloer	短襪
Thomas Müller	托马斯·穆勒
Louisville	路易維爾 (肯塔基州)
Henan	河南省
Ambroaz Milano	安波羅修
Bursa (proviñs)	布尔萨省
Tocantins (stad)	托坎廷斯州
Stad kevreadel	联邦制
Nikolai Gogol	尼古拉·瓦西里耶维奇·果戈里
Pi IX	庇護九世
Leon XII	利奥十二世
Gregor XVI	額我略十六世
Yasunari Kawabata	川端康成
Pi X	庇護十世
Oaziz	綠洲
Gerd Müller	盖德·穆勒
Artvin (proviñs)	阿尔特温省
Abrant	眉毛
Sergipe	塞尔希培州
Madison (Wisconsin)	麦迪逊
Begel	肚脐
Divellkeineg	无脊椎动物
Jérôme Ferrari	热罗姆·费拉里
Otto Iañ (impalaer santel)	奥托一世 (神圣罗马帝国)
Salem (Oregon)	塞勒姆 (俄勒冈州)
Leon XIII	利奥十三世
Adıyaman (proviñs)	阿德亚曼省
Liaoning	辽宁省
Azawad	阿扎瓦德
Hamid Karzai	哈米德·卡尔扎伊
Leon Iañ	教宗良一世
El Cid	熙德
Yann an Toullgofer	開膛手傑克
Bloavezhioù 1740	1740年代
Loeiz an Deol	虔誠者路易
Ketchikan	克奇坎
Matt Groening	马特·格勒宁
Jakez, mab Zebede (abostol)	雅各 (西庇太的兒子)
Yann an Avielour	約翰 (使徒)
