Afrika	非洲
Haisnes	艾讷
Blanca II Navarra	布兰卡二世
Kaerell Patagonia	草原鼬
Cauca (stêr)	考卡河
Bouvelinghem	布韦兰盖姆
Kié-Ntem	基埃-恩特姆省
Wele-Nzas	韦莱-恩萨斯省
Gazelenn Speke	斯氏瞪羚
Centre-Sud (Burkina Faso)	中南大區 (布基納法索)
Albatroz lost berr	短尾信天翁
Kreiz Nevez	新中間
MSM (revelezh)	男男性接触人群
Savanes (Aod an Olifant)	萨瓦纳区
Ion (mitologiezh)	伊昂
Lan Xang	南掌
Rouantelezhioù Ankouaet	被遺忘的國度
Liv ar c'hroc'hen den	膚色
Vogalenn a-dreñv	後元音
Ouderwijk	欧德吕克
Morobe	莫雷贝省
Emgann Saulė	苏勒战役
Ĥ (lizherenn)	Ĥ
Oio	奧約區
Mouriez	穆里耶
Courcelles-lès-Lens	库尔塞勒莱朗斯
Sonerezh keltiek	凱爾特音樂
Avesnes (Pas-de-Calais)	阿韦讷
Berlencourt-le-Cauroy	贝朗库尔勒科鲁瓦
Lu Pobl Vietnam	越南人民军
Makak Tibet	藏酋猴
Avondance	阿翁当斯
Delettes	德莱特
Brias	布里亚 (法国)
Divvarrenn digompez	高低杠
Campigneulles-les-Grandes	大康皮尼厄勒
Beaumetz-lès-Cambrai	博梅斯莱康布雷
Douvrin	杜夫兰
Étrun	埃特兰
Skritur burmek	缅文
Rama IX	普密蓬·阿杜德
Relijion Henc'hres	古希臘宗教
Kensonenn staon a-gostez dre dostaat	硬颚边音
Orsini	奧爾西尼家族
Kouilou	奎盧省 (剛果共和國)
Saint-Laurent-sur-Mer	滨海圣洛朗
Mibinell ar geunioù	沼澤獴
Lizherenneg nabateek	納巴泰字母
San Cristóbal (Galápagos)	聖克里斯托巴爾島
Jak	人体模型
Dilhad-korf merc'hed	女式内衣
Temploù Henegipt	埃及神廟
Bannieloù tiriadoù emren ar bed	属地旗帜列表
Brezel ar c'houignoù	糕点战争
Nana-Grébizi	纳纳-格里比齐省
Sangha-Mbaéré	桑加-姆巴埃雷省
Pikteg	皮克特语
Calonne-Ricouart	卡洛讷里库阿尔
Konikl Brazil	森林兔
Taol-stad Gwengolo 1973 e Chile	1973年智利政變
Rashtrakuta	罗湿陀罗拘陀
The Boat That Rocked	海盗电台 (电影)
Marc'h Fjord	挪威峽灣馬
Devezh ar varzhoniezh er bed	世界诗歌日
Gram-Ya	革蘭氏陽性菌
Gelao	仡佬族
Cambridge (disheñvelout)	劍橋 (消歧義)
Korrgi	威爾斯柯基犬
Callosciurus	麗松鼠屬
Bonnebosq	博内博斯
Mario Kart DS	马里奥赛车DS
Clarbec	克拉尔贝克
Carville (Calvados)	卡尔维尔
Elektra (Pleiadenn)	厄勒克特拉 (普勒阿得斯)
Bretteville-l'Orgueilleuse	布雷特维尔洛尔盖勒斯
Bons-Tassilly	邦塔西利
Mary Poppins	瑪麗·包萍
Bernières-le-Patry	贝尔尼埃莱帕特里
Bernières-d'Ailly	贝尔尼埃代利
Big Comic Spirits	Big Comic Spirits
Chênedollé	谢内多莱
Carcagny	卡尔卡尼
Ratufa	巨松鼠屬
Nivlennad ar Groc'h	洞穴星雲
Roll oberennoù Beethoven	貝多芬作品列表
Tiegezh Farnese	法尔内塞家族
Río Negro (Uruguay)	內格羅河 (烏拉圭)
Chaetodipus	剛毛囊鼠屬
Klik diweuz	雙唇搭嘴音
Anvioù-badez gallek	法语人名列表
Pontaubault	蓬托博尔 (芒什省)
Gwikomm	布尔代孔普泰
Chihuahua	奇瓦瓦
Kavan	沙瓦尼
Saint-Domingue (trevadenn)	法属圣多明戈
Bleiz-bouzel	蜣螂
Groñvel	格洛梅
Kerbêr	凯尔佩尔
Kerien-Boulvriag	克里安
Vieux-Fumé	弗约菲梅 (卡尔瓦多斯省)
Bodeoù	勒博代奥
Kaouennieg	夸尼阿克
Ergativel-absolutivel	作通格語言
Villers-Canivet	维莱尔卡尼韦 (卡尔瓦多斯省)
Villerville	维莱尔维尔 (卡尔瓦多斯省)
Varaville	瓦拉维尔 (卡尔瓦多斯省)
Soignolles	苏瓦尼奥莱 (卡尔瓦多斯省)
Trois-Monts	特鲁瓦蒙特 (卡尔瓦多斯省)
Truttemer-le-Grand	大特吕泰梅 (卡尔瓦多斯省)
Tournay-sur-Odon	奥东河畔图尔奈 (卡尔瓦多斯省)
Verson	韦尔松 (卡尔瓦多斯省)
Soumont-Saint-Quentin	苏蒙圣屈昂坦 (卡尔瓦多斯省)
Vaux-sur-Seulles	瑟莱河畔沃 (卡尔瓦多斯省)
Truttemer-le-Petit	小特吕泰梅 (卡尔瓦多斯省)
Saint-Denis-de-Mailloc	圣德尼德迈洛克 (卡尔瓦多斯省)
Le Mesnil-Mauger	勒梅斯尼莫热
Danestal	达内斯塔
Saint-Étienne-la-Thillaye	圣埃蒂安拉蒂莱埃 (卡尔瓦多斯省)
Épron	埃普龙
Mouen	穆昂 (卡尔瓦多斯省)
Goustranville	古斯特朗维尔
Rocquancourt	罗屈昂库尔 (卡尔瓦多斯省)
Juaye-Mondaye	瑞艾埃蒙代埃
Coudray-Rabut	库德赖拉比
Sallen	萨朗 (卡尔瓦多斯省)
Saint-Julien-de-Mailloc	圣瑞利安德迈洛克 (卡尔瓦多斯省)
Saint-Martin-de-Sallen	圣马丹德萨朗 (卡尔瓦多斯省)
Le Faulq	勒福尔 (卡尔瓦多斯省)
Saint-André-d'Hébertot	圣昂德雷代贝尔托 (卡尔瓦多斯省)
Fresney-le-Vieux	弗雷斯内莱弗约
Planquery	普朗屈埃里 (卡尔瓦多斯省)
Placy	普拉西 (卡尔瓦多斯省)
Kensonenn troc'h-avel dre daravat mouezhiet	濁聲門擦音
Secqueville-en-Bessin	贝桑地区塞屈埃维尔 (卡尔瓦多斯省)
Vogalenn serr-etre a-dreñv ront	半閉後圓唇元音
Jort	若尔 (卡尔瓦多斯省)
Unvaniezh demokratel etrebroadel	国际民主联盟
Plateau-Central	高原-中部大區
Montserrado	蒙特塞拉多县
Boké (rannvro)	博凱大區
Kensonenn kevig dre fic'hal divouezh	清齒齦塞擦音
Quinara	基納拉區
Emgann Camlann	剑栏之战
Kevredad Komunour Dispac'helour	革命共產主義聯盟
Le Manoir (Calvados)	勒芒瓦 (卡尔瓦多斯省)
Notre-Dame-de-Courson	诺特雷-当德库尔松 (卡尔瓦多斯省)
Heuland	厄朗
Hermanville-sur-Mer	滨海埃尔芒维尔
Sainte-Croix-Grand-Tonne	圣克鲁瓦克斯-格朗通 (卡尔瓦多斯省)
Putot-en-Bessin	贝桑地区皮托 (卡尔瓦多斯省)
Parfouru-sur-Odon	奥东河畔帕尔富吕 (卡尔瓦多斯省)
La Lande-sur-Drôme	德罗讷河畔拉朗德
Grentheville	格朗特维尔
Le Marais-la-Chapelle	勒马赖拉沙佩尔
Lékoumou	萊庫穆省
Saint-Manvieu-Norrey	圣芒维厄诺尔雷 (卡尔瓦多斯省)
Leffard	莱法尔
La Hoguette	洛盖特
Gup beg moan	細嘴兀鷲
Saint-Jean-des-Essartiers	圣让代埃萨尔蒂耶尔 (卡尔瓦多斯省)
Saint-Julien-sur-Calonne	卡隆河畔圣瑞利安 (卡尔瓦多斯省)
Saint-Vaast-sur-Seulles	瑟莱河畔圣瓦阿斯 (卡尔瓦多斯省)
Mank Waitaha	怀塔哈企鹅
Ducy-Sainte-Marguerite	迪西圣马尔盖里特
Vieux-Bourg	弗约布尔 (卡尔瓦多斯省)
Louvagny	卢瓦尼
Périers-sur-le-Dan	莱-当河畔佩里耶尔 (卡尔瓦多斯省)
Lécaude	莱科德
Saint-Martin-de-Mailloc	圣马丹德迈洛克 (卡尔瓦多斯省)
Sassy	萨西 (卡尔瓦多斯省)
Grandchamp-le-Château	格朗德尚莱沙托
Préaux-Bocage	普雷奥博卡格 (卡尔瓦多斯省)
Louvières (Calvados)	卢维埃 (卡尔瓦多斯省)
Sainte-Honorine-de-Ducy	圣奥诺兰德迪西 (卡尔瓦多斯省)
Meslay (Calvados)	梅斯莱 (卡尔瓦多斯省)
Les Moutiers-en-Auge	奥格地区莱斯穆蒂耶尔
Saint-Marcouf (Calvados)	圣马尔库 (卡尔瓦多斯省)
Saint-Martin-de-la-Lieue	圣马丹德拉-利耶于埃 (卡尔瓦多斯省)
Saint-Pierre-du-Jonquet	圣皮耶尔迪容屈埃 (卡尔瓦多斯省)
Rapilly	拉皮利 (卡尔瓦多斯省)
Gwespetaer gouzoug glas	蓝喉蜂虎
Tourville-sur-Odon	奥东河畔图尔维尔 (卡尔瓦多斯省)
Pierrefitte-en-Auge	奥格地区皮耶尔雷菲特 (卡尔瓦多斯省)
Fauguernon	福盖尔农
Saint-Laurent-du-Mont	圣洛朗迪蒙 (卡尔瓦多斯省)
Le Détroit	勒代特鲁瓦
Prêtreville	普雷特勒维尔 (卡尔瓦多斯省)
Sac'hadig te	袋茶
Soav	牛脂
Norrey-en-Auge	奥格地区诺尔雷 (卡尔瓦多斯省)
La Houblonnière	洛布洛尼埃
Saint-Pierre-du-Bû	圣皮耶尔迪比 (卡尔瓦多斯省)
Olendon	奥朗东 (卡尔瓦多斯省)
Grangues	格朗盖
Vauville (Calvados)	沃维尔 (卡尔瓦多斯省)
Le Locheur	勒洛舍
Valsemé	瓦尔塞梅 (卡尔瓦多斯省)
Montreuil-en-Auge	奥格地区蒙特勒伊 (卡尔瓦多斯省)
Bimbo (Republik Kreizafrika)	賓博
Ondefontaine	翁代丰坦 (卡尔瓦多斯省)
Grainville-sur-Odon	奥东河畔格兰维尔
Putot-en-Auge	奥格地区皮托 (卡尔瓦多斯省)
Ouville-la-Bien-Tournée	乌维尔拉-比安图尔内埃 (卡尔瓦多斯省)
Saint-Jean-de-Livet	圣让德利韦 (卡尔瓦多斯省)
Coulombs (Calvados)	库隆布 (卡尔瓦多斯省)
Likouala	利夸拉省
Syrmaticus	长尾雉属
Koadaskorn	科阿塔斯科尔恩
Marolles (Calvados)	马罗莱 (卡尔瓦多斯省)
Kergrist-Moeloù	凯尔格里斯莫厄卢
Gorre	勒古赖
Janville (Calvados)	让维尔 (卡尔瓦多斯省)
Montfiquet	蒙特菲屈埃 (卡尔瓦多斯省)
Monts-en-Bessin	贝桑地区蒙特 (卡尔瓦多斯省)
Ranchy	朗希 (卡尔瓦多斯省)
Saint-Loup-de-Fribois	圣卢德弗里布瓦 (卡尔瓦多斯省)
Tessel	泰塞 (卡尔瓦多斯省)
Kastell-Noez	沙托纳夫-迪尔和维兰
Plistin	普莱斯坦莱格雷韦 (阿摩尔滨海省)
Gwizien	吉尚
Otiz India	南亞鴇
Bered Yanaka	谷中靈園
Bevoniour	生物学家
Pool (Kongo)	普爾省
L'Hôtellerie	约泰勒里耶
Kensonenn huged dre froumal	小舌顫音
Lasson (Calvados)	拉松 (卡尔瓦多斯省)
Bretwalda	不列颠统治者
Thiéville	蒂埃维尔 (卡尔瓦多斯省)
La Folletière-Abenon	拉福莱蒂埃阿邦翁
Tourville-en-Auge	奥格地区图尔维尔 (卡尔瓦多斯省)
Le Pré-d'Auge	勒普雷多格
Ouffières	乌菲埃 (卡尔瓦多斯省)
Saint-Cyr-du-Ronceray	圣西迪龙瑟赖 (卡尔瓦多斯省)
Gonneville-sur-Honfleur	翁夫勒河畔戈纳维尔
Le Fournet	勒富尔内
Cricquebœuf	克里屈埃博厄
Croisilles (Calvados)	克鲁瓦西莱 (卡尔瓦多斯省)
Luc-sur-Mer	滨海吕克 (卡尔瓦多斯省)
Rieg	贝隆河畔里耶克 (菲尼斯泰尔省)
Ar Genkiz-Yuzhael	普莱西巴利松 (阿摩尔滨海省)
Sikist	長尾蹶鼠屬
Yezhoù burmek	緬語支
Birmingham (disheñvelout)	伯明翰 (消歧義)
Kastell Edo	江戶城
Republik Soviedel ar Menezioù	山區蘇維埃社會主義自治共和國
Kensonenn kurunenn an teod	舌冠音
Antaresia	侏儒蟒屬
Amiens Sporting Club Football	亚眠竞技俱乐部
Caffiers	卡菲耶
Coop Himmelb(l)au	库柏·西梅布芬事务所
Uropsilus	鼩鼴屬
Alkonost	阿尔科诺斯特
Ciliata	五鬚岩鱈屬
Leogenn pemp mourrenn	鼬五鬚岩鱈
Salomon	所羅門 (消歧義)
Rannvro Tandjilé	坦吉萊區
Eryri	史諾多尼亞
Coendou	卷尾豪猪属
Baez	拜镇 (伊勒-维莱讷省)
Plangoed	普朗科厄 (阿摩尔滨海省)
Lokarn	洛卡尔恩
Koem	科厄斯梅
Maez-Geraod	莱斯尚普热罗
Groffliers	格罗夫利耶
Ar C'houerc'had	勒维厄马尔谢
Nimba	寧巴縣
Duaod	迪奥尔 (阿摩尔滨海省)
An Erge-Vras	埃尔盖加贝里克
Labé (rannvro)	拉貝大區
Planiel	普勒达涅 (阿摩尔滨海省)
Kindia (rannvro)	金迪亞大區
Kerfod	凯尔福
Landehen	朗代昂 (阿摩尔滨海省)
Sant-Nikolaz-ar-Pelem	圣尼科拉迪佩朗 (阿摩尔滨海省)
Plouvalae	普卢巴莱 (阿摩尔滨海省)
Ilfinieg	伊菲尼阿克 (阿摩尔滨海省)
Plezeved	普莱梅 (阿摩尔滨海省)
Koatreven	科阿特雷旺
Sant-Postan	圣波唐 (阿摩尔滨海省)
Gouanac'h	戈默内克
Erge-ar-Mor	埃尔屈伊 (阿摩尔滨海省)
Trabrivan	特雷布里旺 (阿摩尔滨海省)
Steredenn Van Maanen	范马南星
Kasungu (distrig)	卡松古縣
Mchinji (distrig)	姆欽吉縣
Karonga (distrig)	卡龍加縣
Houad-kuch	鳳頭鴨
Guarbecque	瓜尔贝克
Guémappe	盖马普
Pod-bleunioù	花盆
Guemps	居昂普
Guigny	吉尼
Guinecourt	吉讷库尔
Guisy	吉西 (加来海峡省)
Haillicourt	阿伊库尔
Cricetulus	倉鼠屬
Sant-Laorañs-Graeneg	乌斯河畔圣洛朗 (莫尔比昂省)
Balaka (distrig)	巴拉卡縣
Lofa	洛法县
Maryland (Liberia)	馬里蘭縣
Nzérékoré (rannvro)	恩澤雷科雷大區
Western (Ghana)	西部地區 (加納)
Faranah (rannvro)	法拉納大區
Gwened Olimpek Klub	瓦讷奥林匹克俱乐部
Clermont Foot Auvergne 63	克莱蒙足球俱乐部
Kankan (rannvro)	康康大區
Halinghen	阿兰冈
Siderieg	成铁纪
Rhyaseg	层侵纪
Luskad Evit Frañs	法國運動
Stourm Micherour	工人鬥爭
Tabouioù envel	避讳
Wilhering	威爾赫林
Skoutelezh	童军
Gabú (rannvro)	加布區
Biombo	比翁博區
Montevideo Wanderers Fútbol Club	蒙得维的亚流浪者足球俱乐部
Montviette	蒙特维耶特 (卡尔瓦多斯省)
Saint-Martin-du-Mesnil-Oury	圣马丹迪-梅斯尼乌里 (卡尔瓦多斯省)
Gavrus	加夫吕
Mittois	米图瓦 (卡尔瓦多斯省)
Saint-Martin-des-Entrées	圣马丹代昂特雷埃 (卡尔瓦多斯省)
Tortisambert	托尔蒂桑贝尔 (卡尔瓦多斯省)
Gash-Barka	加什-巴爾卡區
Ellig	陰蒂
Meneger	索引
Minoc'h musk	中鼩鼱
Boisleux-Saint-Marc	布瓦勒圣马克
Écourt-Saint-Quentin	艾库尔圣昆廷
Bailleul-Sir-Berthoult	巴约勒锡尔贝图
La Cauchie	拉科希
Saint-Étienne-au-Mont	圣艾蒂安欧蒙
Hermies	埃尔米
Beauvoir-Wavans	博瓦尔瓦旺
Damkaniezh ar strolloù	群论
Estrée-Blanche	埃斯特雷布朗什
Boisleux-au-Mont	布瓦勒欧蒙
Audrehem	欧德雷昂
Camiers	卡米耶
Plomer Arc'hantina	阿根廷鸊鷉
Boisjean	布瓦热昂
Hendecourt-lès-Ransart	昂德库尔莱朗萨尔
Kontelezhioù Liberia	利比里亚行政区划
Bouquehault	布凯欧尔
Bonningues-lès-Calais	博尼格莱加来
Boisdinghem	布瓦丹盖姆
Vogalenn digor-etre a-dreñv plaen	半開後不圓唇元音
Vogalenn serr a-greiz ront	閉央圓唇元音
Vogalenn serr a-dreñv plaen	閉後不圓唇元音
Wimille	维米耶
Kensonenn kevig dre stlakat	齒齦閃音
Écoivres	埃夸夫尔
Weekly Shōnen Sunday	週刊少年Sunday
Short Stirling	斯特林轟炸機
Cambligneul	康布利尼厄尔
Fouquières-lès-Béthune	富基耶尔莱贝蒂讷
Bergueneuse	贝尔格讷斯
Tiernezh Wei an Norzh	北魏
Bois-Bernard	布瓦贝尔纳尔
Audinghen	欧丹冈
Saint-Martin-de-Mieux	圣马丹德姆约 (卡尔瓦多斯省)
Mondrainville	蒙德兰维尔 (卡尔瓦多斯省)
Russy (Calvados)	吕西 (卡尔瓦多斯省)
Saint-Germain-Langot	圣日尔曼朗戈 (卡尔瓦多斯省)
Le Mesnil-Patry	勒梅斯尼帕特里
Saint-Pierre-des-Ifs (Calvados)	圣皮耶尔代伊夫 (卡尔瓦多斯省)
Warlencourt-Eaucourt	瓦尔朗库尔欧库尔
Le Souich	勒苏伊什
Sternidae	燕鷗
Verlincthun	韦尔兰克坦
Reclinghem	雷克兰盖姆
Saint-Martin-Boulogne	圣马丹布洛涅
Hersin-Coupigny	埃尔桑库皮尼
Vermelles	韦尔梅勒
Senlecques	桑莱克
Saint-Nicolas-lez-Arras	圣尼古拉 (加来海峡省)
Setques	塞克
Lagoa Mirim	密林湖
Eil emgann ar Marne	第二次马恩河战役
Warluzel	瓦尔吕泽勒
Bodadenn vonreizhañ vroadel	国民制宪议会
Le Parcq	勒帕尔克
Nuncq-Hautecôte	南克欧泰科特
Maisnil	迈斯尼勒
Zoteux	佐特
Simencourt	西芒库尔
Marles-les-Mines	马尔勒莱米讷
Willencourt	维朗库尔
Vaudringhem	沃德兰盖姆
Méricourt (Pas-de-Calais)	梅里库尔
Ostreville	奥斯特雷维尔
Kalymnieg	盖层纪
Rumaucourt	吕莫库尔
Bimont	比蒙 (加来海峡省)
Gail	蓋爾河
Tierniezh Chera	哲罗
Lisbourg	利斯布尔
Loison-sous-Lens	卢瓦松苏朗斯
Bong	邦县
Wingles	万格勒
OE Osetia ar Su	南奧賽梯自治州
Rang-du-Fliers	朗迪夫利耶
Le Portel	勒波泰勒
Sains-en-Gohelle	桑昂戈埃勒
Remilly-Wirquin	勒米伊维尔坎
Sailly-sur-la-Lys	利斯河畔萨伊
Anv japanek	日本人名
Noyelles-sous-Lens	努瓦耶尔苏朗斯
Thaana	它拿字母
Doudeauville (Pas-de-Calais)	杜多维尔
Norrent-Fontes	诺朗丰泰
Marquion	马基永
Attin	阿丹 (加来海峡省)
Protogenoi	希腊原始神
Redadeg	竞速
Kaduna (stad)	卡杜纳州
Steredenn liesek	聚星
Gavial	長吻鱷科
Demetrios Kallos	德米特里 (美男子)
Phoca	海豹屬
Ali Soilih	阿里·薩利赫
Émile Derlin Zinsou	埃米尔·德兰·津苏
Christophe Soglo	克里斯托夫·索格洛
Maner	莊園大屋
Pennoù Stad dre vloaz	历年各国领导人列表
Roll ar Pennoù Stad e 17	17年国家领导人列表
Roll ar Pennoù Stad e 16	16年国家领导人列表
Roll ar Pennoù Stad e 120	120年国家领导人列表
Roll ar Pennoù Stad e 5	5年国家领导人列表
Paul-Émile de Souza	保罗·埃米尔·德苏扎
Gwespetaer barv glas	蓝须夜蜂虎
Neon gwer	類霓虹脂鯉
Bleu d'Auvergne	布勒·德·奧福格芝士
Rouantelezh Lindsey	林赛王国
Gundomar	贡多马尔三世
Roll ar Pennoù Stad e 2006	2006年国家领导人列表
Roll ar Pennoù Stad e 1	1年国家领导人列表
Paradoxurus	椰子猫属
Stene (Westhoek)	斯泰讷
Bieren	比耶尔讷
Maurice Kouandété	莫里斯·库昂德特
Bongorz Sina	黄苇鳽
Bongorz Schrenck	紫背苇鳽
Bongorz du	黑苇鳽
Tahirou Congacou	塔伊卢·孔加库
Roll ar Pennoù Stad e 12	12年国家领导人列表
Roll ar Pennoù Stad e 11	11年国家领导人列表
Roll ar Pennoù Stad e 220	220年国家领导人列表
Roll ar Pennoù Stad e 9	9年国家领导人列表
Roll ar Pennoù Stad e 4	4年国家领导人列表
Pitgam	皮加姆
Lederzele	莱德尔泽勒
Roll ar Pennoù-Stad e 1 kt JK	前1年国家领导人列表
Roll ar Pennoù Stad e 110	110年国家领导人列表
Roll ar Pennoù Stad e 111	111年国家领导人列表
Roll ar Pennoù Stad e 2007	2007年国家领导人列表
Roll ar Pennoù Stad e 173	173年国家领导人列表
Roll ar Pennoù Stad e 170	170年国家领导人列表
Roll ar Pennoù Stad e 14	14年国家领导人列表
Roll ar Pennoù Stad e 13	13年国家领导人列表
Roll ar Pennoù Stad e 15	15年国家领导人列表
Roll ar Pennoù Stad e 8	8年国家领导人列表
Roll ar Pennoù Stad e 7	7年国家领导人列表
Bocholt (Belgia)	博霍尔特 (比利时)
Roll ar Pennoù Stad e 2	2年国家领导人列表
Roll ar Pennoù Stad e 3	3年国家领导人列表
Strigocuscus	条纹袋貂属
Bosvenegh	博德明
Yezhoù jingpoek-konyakek-bodoek	萨尔语群
Roll rouaned Pontos	本都统治者列表
Artzibar	阿尔塞
A belec'h e teuomp ? Petra omp ? Da belec'h emaomp o vont ?	我们从何处来？我们是谁？我们向何处去？
Alc'hweder Raso	拉扎云雀
Alc'hweder arvelen	漠百灵
Strollad Bolchevikour (Norzh Kurdistan-Turkia)	布尔什维克党（北库尔德－土耳其）
Ergativel-akuzativel	三分法語言
Vogalennoù a gentañ renk	定位元音
Stockton-on-Tees	蒂斯河畔斯托克頓區
Boutersem	鲍特尔塞姆
Tro Bro-C'hall war varc'h-houarn 2014	2014年环法自行车赛
Prosesion	遊行
Alc'hweder an dezerzh	拟戴胜百灵
Ctenodactylus	梳齿鼠属
Fazan lost melen	棕尾火背鷴
Mell ar gouzoug	颈椎
Aerborzh Cà Mau	金甌機場
Córdoba	科爾多巴
Gyromitra esculenta	鹿花菌
Dactylomys	長指鼠屬
Hydrochoerus	水豚属
Dasypus	犰狳属
Tatou c'hwec'h roudenn	六带犰狳
Chamoez ar Pireneoù	比利牛斯臆羚
Ailuridae	熊猫科
Tadorn Korea	冠麻鴨
Tragopan Cabot	黄腹角雉
Godog beg kornek	角嘴海雀
Emou du	王島鴯鶓
Dendragapus	藍松雞屬
Urretxu	乌雷特克苏
Urocissa	蓝鹊属
Aberhonddu	布雷肯
Ailurops	袋猫属
Diomedea	信天翁属
Strakig	石䳭屬
Mibinell lost gwenn	白尾獴
Treuznistria	德涅斯特河沿岸
Viana (Nafarroa)	比亚纳
Lemur korr divskouarn blevek	毛耳鼠狐猴
Kensonenn ankoue	會厭音
Kronikenn Nürnberg	纽伦堡编年史
Ctenomyidae	栉鼠
Vogalenn serr-etre a-greiz ront	半閉央圓唇元音
Muntjak Putao	叶麂
Puurs	皮尔斯 (比利时)
Galmaarden	哈尔马尔登
Donald	唐納德
Kensonenn linkus	流音
Donna Summer	唐娜·桑默
Kalao brizh Malabar	冠斑犀鳥
Vogalenn serr-etre a-dreñv plaen	半閉後不圓唇元音
Caerffili	卡菲利
Kensonenn kevig dre dostaat	齒齦近音
Gallgasaouriezh	恐法症
Vogalenn digor a-raok ront	開前圓唇元音
Aloaded	阿洛伊代
Dremomys	長吻松鼠屬
Vorselaar	福尔塞拉尔
Gnothi seauton	认识你自己
Dryomys	林睡鼠属
Paper-sil	濾紙
Brest (disheñvelout)	布雷斯特
Hallines	阿利讷
Hamblain-les-Prés	昂布兰莱普雷
Hamelincourt	阿梅兰库尔
Hannescamps	阿讷康普
Ham-en-Artois	阿姆昂纳图瓦
Haplincourt	阿普兰库尔
Haravesnes	阿拉韦讷
Hardinghen	阿尔丹冈
Haute-Avesnes	上阿韦讷
Haut-Loquin	上洛坎
Oiartzun	奥亚尔特孙
Helfaut	埃尔福
Héninel	埃尼内勒
Breve	短音符
Stad diazez	定態
Schelle (Belgia)	斯海勒
Haaltert	哈尔泰特
Waarschoot	瓦尔斯霍特
Kapelle-op-den-Bos	卡佩尔－奥普－登－博斯
Gooik	霍伊克 (比利时)
Lennik	莱尼克
Rupicapra	臆羚属
Sint-Amands	圣阿曼兹
Morskoul Perou	秘鲁鲣鸟
Wuustwezel	维斯特韦泽尔
Eothenomys	絨鼠屬
Rouantelezh Wei	魏国 (战国)
Niel	尼尔 (比利时)
Retie	雷蒂
Knesselare (kumun)	克内瑟拉勒
Horebeke	霍雷贝克
Nijlen	奈伦
Wezembeek-Oppem	韦泽梅贝克-奥佩姆
Jennifer	珍妮佛
Maarkedal	马尔克达尔
Liomys	棘小囊鼠屬
Merchtem	梅尔赫特姆
Lede	莱德 (比利时)
Gousperell Capaccini	节鼠耳蝠
Benzin	石油醚
Mikroskop	光学显微镜
Igwan an dezerzh	沙漠鬣蜥
Razh meur Madagaskar	馬島倉鼠屬
Demofon mab Teseüs	得摩丰
Orange (embregerezh)	法國電信
Kastell Chinon	希农城堡
Melide	梅利德
Analadur	呼吸作用
Hyphessobrycon megalopterus	大鰭魮脂鯉
Wemmel	韦梅尔
Erandio	埃兰迪奥
Mañaria	马尼亚里亚
ISO 9	ISO 9
Inizi Loyauté	洛亚蒂群岛
Nesolagus	苏门答腊兔属
Bridge (poltreder)	類單眼相機
Goral rous	红斑羚
Fazan skouarnek gwenn	白马鸡
Nouelig beg hir	长嘴剑鸻
Mogera	缺齒鼴屬
Juprelle	瑞普雷勒
Lizher ur vaouez dianavez	一個陌生女子的來信
Isauria	伊蘇利亞
Inaccessible Island (Tristan da Cunha)	伊纳克塞瑟布尔岛
Ti Rietveld Schröder	里特费尔德的施罗德住宅
Ll (lizherenn)	Ll
Skoazell:Skoazell	Help:目录
Olympia (Pariz)	奥林匹亚音乐厅
Trafford	特拉福德
Kruibeke (kumun)	克雷贝克
Threskiornis	鹮属
Baile Ùr Chille Bhoisil	圣博斯韦尔斯新镇
Tre Huw	休镇
Kinesiotapiñ	肌內效
Malle	马莱
Banniel Gadsden	加兹登旗
Samos (Galiza)	萨莫斯
Foz (Lugo)	福斯 (卢戈省)
Orreaga	奥雷亚加
Listenn glok kodoù ISO 639-1	ISO 639-1代码表
Gwiñver meur du	巨松鼠
Brit Air	不列特航空
NGC 4526	NGC 4526
Gillette (Wyoming)	吉列 (怀俄明州)
Kingston	金斯顿
Kensonenn gourlañchenn dre daravat divouezh	清咽擦音
Ictonyx	非洲艾虎屬
Nortkerque	诺尔凯尔克
Karta Aten	雅典憲章
Galerida	凤头百灵属
Moregan Himalaya	喜馬拉雅旱獺
Logodenn-gangourou	小更格盧鼠屬
Yezhoù kirantiek	基兰特语支
Andrias	大鯢
Mala	馬羅
Meise	迈泽
Menai	梅奈海峡
Douchy-les-Mines	杜希莱米讷
Bonmaen	博内曼
Pleiadezed (merc'hed Pleione)	普勒阿得斯
Marbaix	马尔拜 (诺尔省)
Gwenvenez-Penfaou	盖梅内庞福
Perognathus	小囊鼠屬
Malcolm X (film)	马尔科姆·X (1992年电影)
Etxalar	埃特克萨拉尔
A Laracha	拉拉查
Oroso	奥罗索
Stedelijk Museum	阿姆斯特丹市立博物館
Mezoplodon Hubbs	哈氏中喙鯨
Sintel	辛特尔
Strollad Labour Belgia	比利时工人党
Tremelo	特雷梅洛
Rotselaar	罗策拉尔
Brolga	澳洲鶴
Brüno (film)	波兒出城之妖壇教祖3點「畢露」搞硬美國佬
Shahba	舍赫巴
Saint-Pierre-des-Landes	圣皮耶尔代朗代 (马耶讷省)
Ross 128	羅斯128
Plomer Taczanowski	秘魯鸊鷉
Harpactes	咬鹃属
Morvran dremm ruz	红脸鸬鹚
Korag kof glas	藍腹佛法僧
Crocs	卡駱馳
Poudou ar c'hreisteiz	智利巴鹿
Lezvreur	繼親
Sterling Heights	斯特靈海茨 (密西根州)
Glenwood Springs	格伦伍德斯普林斯 (科罗拉多州)
