Africa	非洲
St. Clair Comitatus (Michigania)	聖克萊爾縣 (密歇根州)
Antibarium	巴尔
Delaware Comitatus (Novum Eboracum)	特拉華縣 (紐約州)
Columbia Comitatus (Georgia)	哥倫比亞縣 (喬治亞州)
Macon Comitatus (Illinoesia)	梅肯縣 (伊利諾伊州)
Gallatin Comitatus (Illinoesia)	加拉廷縣 (伊利諾伊州)
Hamilton Comitatus (Illinoesia)	漢密爾頓縣 (伊利諾伊州)
Union Comitatus (Mississippia)	猶尼昂縣 (密西西比州)
Clarke Comitatus (Mississippia)	克拉克縣 (密西西比州)
Bolivar Comitatus	玻利瓦爾縣 (密西西比州)
Rosières-en-Santerre	罗西耶尔-昂桑泰尔
Weston Comitatus	韋斯頓縣 (懷俄明州)
Walthall Comitatus	沃爾索爾縣 (密西西比州)
Moreuil	莫勒伊
Kendall Comitatus (Texia)	肯德爾縣 (德克薩斯州)
Wichita Comitatus (Texia)	威奇托縣 (德克薩斯州)
Millennium 4 a.C.n.	前4千纪
Dorothea Leuthard	多麗絲·洛伊特哈爾德
Philomela	菲洛墨拉
Ioannes Rakitić	伊万·拉基蒂奇
Arnus	阿諾河
Insulae Chathamenses	查塔姆群岛
Fridericus Zwicky	弗里茨·兹威基
Lapeer Comitatus	拉皮爾縣 (密西根州)
Maria Bonaparte	瑪麗·波拿巴公主
Lyons-la-Forêt	利翁拉福雷
Shiawassee Comitatus	夏厄沃西縣 (密西根州)
Maximilianus Frisch	馬克斯·弗里施
Thaddaeus Reichstein	塔德乌什·赖希施泰因
Guarnerius Arber	沃納·亞伯
Eugenius Bleuler	尤金·布鲁勒
Paschalis Couchepin	帕斯卡爾·庫什潘
Mauritius Leuenberger	莫里茨·洛伊恩贝格尔
Adolphus Ogi	阿道夫·奧奇
Dakota Fanning	達科塔·芬妮
Petrus Bieri	帕斯卡·梅西耶
Turdus	鶇屬
Henricus Schwery	亨利·施維里
Iacobus Regius de Saint Arnaud	雅克·勒鲁瓦·德·圣阿尔诺
Gilbertus Agustoni	吉爾貝托·阿古斯托尼
Lauba Lusatorum	盧班
Lambertus Wilson	兰伯特·威尔森
Zdravko Kuzmanović	兹德拉夫科·库兹马诺维奇
Millennium 5 a.C.n.	前5千纪
Achilles Baraguey d’Hilliers	阿希尔·巴拉杰·迪里埃
Alfredus Cortot	阿尔弗雷德·科尔托
Alicia de Battenberg	爱丽丝公主 (巴滕贝格)
Fridericus Miescher	弗雷德里希·米歇爾
La Chaumusse	拉绍米斯
8865 Yakiimo	小行星8865
Oxidum silicii	二氧化硅
531 Zerlina	小行星531
Nicolaus Marr	尼古拉·马尔
Aqua Fundata	阿夸丰达塔
Castrum Acuti	阿库托
Ladislaus Postumus	拉斯洛五世
Albetum	阿尔维托
Castrum Sancti Laurentii	阿马塞诺
Anagnia	阿纳尼
Aquinum	阿奎诺
1712 Angola	小行星1712
Arx (Latium)	阿尔切
Idris I	伊德里斯一世 (利比亞)
Arnaria	阿尔纳拉
Phonographum	留聲機
Arpinum	阿尔皮诺
4287 Třísov	小行星4287
Atina (Latium)	阿蒂纳
Ausona Nova	奥索尼亚
Bellus Mons (Latium)	贝尔蒙泰卡斯泰洛
Baucum	博维莱埃尔尼卡
Broccum	布罗科斯泰拉
Campulum	坎波利亚彭尼诺
Casale Attici	卡萨拉蒂科
Casalverium	卡萨尔维耶里
Cassinum	卡西诺
Saint-Éloi-de-Fourques	圣埃卢瓦德富尔屈埃 (厄尔省)
Castrum Liris	卡斯泰利里
Marseilles-lès-Aubigny	马尔塞莱莱奥比尼 (谢尔省)
Nicolaus Lindley López	尼古拉斯·林德莱伊·洛佩斯
Franciscus Morales Bermúdez	弗朗西斯科·莫拉莱斯·贝穆德斯
Castrum Novum Montis Perani	卡斯泰尔诺沃帕拉诺
Castrum Volscorum	卡斯特罗德伊沃尔希
3548 Eurybates	小行星3548
Castrum Coeli	卡斯特罗切洛
Fabrateria Vetus	切卡诺
Fregellanum Novum	切普拉诺
Manuel Prado y Ugarteche	曼努埃尔·普拉多·乌加特切
Cerbarium	切尔瓦罗
Victoria (imperatrix Germaniae)	腓特烈皇后
Collis Felix	科尔费利切
Ferdinandus Belaúnde Terry	费尔南多·贝朗德·特里
Collis Sancti Magni	科莱圣马尼奥
Collis Pardi	科莱帕尔多
Corenum Ausonium	科雷诺奥索尼奥
Hesperia (Latium)	埃斯佩里亚
Fabrateria Nova	法尔瓦泰拉
Filictinum	菲力亭諾
Fluvii	菲乌吉
Fontana Lirenas	丰塔纳利里
Batman (pellicula anni 1989)	蝙蝠俠 (1989年電影)
Fons Clara (Latium)	丰泰基亚里
Fumo	富莫内
Gallinarium	加利纳罗
Castrum Iuliani	朱利亚诺迪罗马
Varcenum	瓜尔奇诺
Insula Filiorum Petri	伊索拉德利里
Castrum Forte (Provincia Frusinas)	蒙泰圣焦万尼坎帕诺
Murolum	莫罗洛
Aemilius Welti	埃米尔·韦尔蒂
Paleanum	帕利亚诺
Pastina	帕斯泰纳
Castrum Patriciae	帕特里卡
Iacobus Dubs	雅各布·杜布斯
Pesclum Solidum	佩斯科索利多
Constans Fornerod	康斯登·福尔内罗德
Ianuarius Gattuso	詹纳罗·加图索
Pisiniscum	皮奇尼斯科
Carolus Schenk	卡尔·申克
Numa Droz	努马·德罗茨
Yoko Ono	小野洋子
Martinus Iosephus Munzinger	馬丁·約瑟夫·穆辛格
Picus (Latium)	皮科
Ilex (genus)	冬青
1106 Cydonia	小行星1106
Raimundus Magsaysay	拉蒙·麥格塞塞
Pedemontium Sancti Germani	皮耶迪蒙泰圣杰尔马诺
Iohannes Iacobus Hofmannus	约翰·雅各布·霍夫曼
Castrum Pilei (Latium)	皮廖
Interamna Lirenas Nova	皮尼亚塔罗因泰拉姆纳
Nicolaus Horthy	霍爾蒂·米克洛什
Castrum Phofi	波菲
Pons Curvus	蓬泰科尔沃
Posta Fibrenica	波斯塔菲布雷诺
Cree	克里人
Arx Fregellana	罗卡达尔切
Roccha Sicca (Provincia Frusinas)	罗卡塞卡
Fanum Sancti Blasii Sarracinescum	圣比亚焦萨拉奇尼斯科
Castrum Sancti Donati	圣多纳托瓦尔迪科米诺
Fanum Sancti Georgii Lirenatis	圣焦尔焦阿利里
Fanum Sancti Ioannis de Incarco	圣焦万尼因卡里科
Aravaci	阿拉瓦克人
Demosthenes	狄摩西尼
Sakura Wars	櫻花大戰系列
Fanum Sancti Victoris (Latium)	圣维托雷德拉齐奥
Castrum Sancti Ambrosii	加里利亚诺河畔桑坦布罗焦
The Piano	鋼琴別戀
689 Zita	小行星689
Castrum Sancti Andreae	圣安德雷亚德尔加里利亚诺
Castrum Sancti Apollinaris	圣阿波利纳雷
Castrum Sancti Heliae	圣埃利亚菲乌梅拉皮多
Astroblepus	視星鯰科
Castrum Foroli	圣帕德雷
Gregorius Perel'man	格里戈里·佩雷尔曼
Serro	塞罗内
Septem Fratrum	塞泰夫拉蒂
Castrum Sculculae	斯古尔戈拉
Castrum Strangulagalli	斯特兰戈拉加利
Supinum (Latium)	苏皮诺
Terellae	泰雷莱
Ioannes Gourcuff	约翰·古尔库夫
Rosoy-en-Multien	米尔蒂安地区罗苏瓦 (瓦兹省)
Castrum Turris (Latium)	托雷卡耶塔尼
Tatari Crimenses	克里米亞韃靼人
Castrum Turricis	托里切
Censy	康西
Trebia Augusta	特雷维内拉齐奥
Cuy (Icauna)	屈伊
Coulours	库卢尔
Trivilianum	特里维利亚诺
Vallis Corsa	瓦莱科尔萨
Vallis Maii	瓦莱马伊奥
Vallis Rotunda	瓦莱罗通达
Chichery	希舍里
18 Melpomene	司曲星
Champs-sur-Yonne	约讷河畔尚普
Vicus Albus	维卡尔维
Vicus (Latium)	维科内拉齐奥
Beverly Hills, 90210	飛越比佛利
Villa Latina	维拉拉蒂纳
Villa Sanctae Luciae (Latium)	维拉圣卢恰
Castrum Sancti Stephani de Valle	维拉桑托斯泰法诺
Vetecusium	维蒂库索
Rigney	里盖伊 (杜省)
Benedictus X	本篤十世 (對立教宗)
Nusplingen	努斯普林根
Forest-Montiers	福雷蒙捷
Lorin Maazel	洛林·马泽尔
Renazé	雷纳泽 (马耶讷省)
Nicolaus II (papa)	尼各老二世
M. Gavius Apicius	阿皮基乌斯
Universitas Pepperdine	佩珀代因大学
Numeri amicabiles	相亲数
Caelestinus V	雷定五世
Colles Labrenses	韦利诺河畔科利
Elias Hraoui	埃利亚斯·赫拉维
Orthodontia	齒顎矯正學
Insulae Carolinae	加罗林群岛
1023 Thomana	小行星1023
Interamnia Frentanorum	泰尔莫利
Hafiz al-Assad	哈菲兹·阿萨德
Michael (palatinus Valachiae)	勇敢的米哈伊
Grand Canyon	科羅拉多大峽谷
Insula Septentrionalis	北島 (紐西蘭)
Makatea	馬卡泰阿島
Insulae Societatis	社會群島
99942 Apophis	小行星99942
Raphael Alberti	拉斐尔·阿尔韦蒂
Gediminas Kirkilas	格迪米纳斯·基尔基拉斯
1025 Riema	小行星1025
Lovanium	鲁汶
Menander	米南德
Castellum Laterae	拉泰拉
Pagus Foederalis	聯邦區 (巴西)
Jeurre	热尔
1026 Ingrid	小行星1026
1027 Aesculapia	小行星1027
1028 Lydina	小行星1028
1029 La Plata	小行星1029
Insulae Aleutiae	阿留申群島
103 Hera	后神星
Tempus Atomicum Internationale	原子时
2534 Houzeau	小行星2534
Howardus Zinn	霍华德·津恩
Sergius Agüero	塞尔希奥·阿奎罗
Tila	蒂爾河
Gubernatio Novae Castellae	新卡斯蒂利亚省
Anna (regina Britanniae)	安妮 (英国女王)
Geographia Europaea	欧洲地理
Ételfay	埃泰尔费
Michael Douglas	邁克爾·道格拉斯
Flaucourt	弗洛库尔
Insula Aurea	茲拉林島
Étricourt-Manancourt	埃特里库尔-马南库尔
Stellarium (programma computatrale)	Stellarium
Éterpigny (Samara)	埃泰尔皮尼 (索姆省)
Lucius Aelius Seianus	塞扬努斯
Ferrières (Samara)	费里耶尔 (索姆省)
Lincoln Paroecia	林肯堂区 (路易斯安那州)
Saint-Florent-le-Vieil	圣夫洛朗莱维耶伊 (曼恩-卢瓦尔省)
Alexander III (imperator Russiae)	亚历山大三世 (俄国)
2429 Schürer	小行星2429
Magnoliaceae	木兰科
Plauzat	普洛扎 (多姆山省)
Lucerna (Tridentinum-Alta Athesia/Tirolis Meridionalis)	卢塞尔纳
Roscanvel	罗斯康韦 (菲尼斯泰尔省)
A Room with a View	看得见风景的房间
Bletterans	布勒特朗
Carolus Fortis	卡尔洛福尔泰
4318 Baťa	小行星4318
4410 Kamuimintara	小行星4410
210 Isabella	小行星210
Gastroenterologia	胃肠学
Dirk Sager	迪尔克·扎格尔
Camilla Claudel	卡米耶·克洛岱爾
1082 Pirola	小行星1082
Corpus sanctum	聖艾爾摩之火
Kyotum (praefectura)	京都府
Embreville	昂布勒维尔
Fay (Samara)	费村 (索姆省)
Fieffes-Montrelet	菲耶弗蒙勒莱
Fescamps	费斯康
Magnitudo absoluta	绝对值
Favières (Samara)	法维耶尔
Clonizatio	克隆
L'Étoile (Samara)	莱图瓦勒
Pugilatus thailandicus	泰拳
Estrées-sur-Noye	努瓦河畔埃斯特雷
Factorialis	階乘
Amadeus Modigliani	阿梅代奥·莫迪利亚尼
Étalon (Samara)	埃塔隆
Fienvillers	菲安维莱尔
Contiki	Contiki
Nosocomus	护理学
Vladislaus Reymont	瓦迪斯瓦夫·雷蒙特
Melopsittacus undulatus	虎皮鸚鵡
Democratia socialis	社會民主主義
1030 Vitja	小行星1030
Infrastructura	基础设施
Corcyra	克基拉島
Pascha (festum Iudaicum)	逾越節
Procyon lotor	浣熊
1031 Arctica	小行星1031
1032 Pafuri	小行星1032
1033 Simona	小行星1033
Cérizols	塞里佐尔
1034 Mozartia	小行星1034
1035 Amata	小行星1035
1036 Ganymed	小行星1036
1037 Davidweilla	小行星1037
Famechon (Samara)	法梅雄 (索姆省)
Dianium ad Sancti Petri	迪亚诺圣皮耶特罗
1038 Tuckia	小行星1038
1039 Sonneberga	小行星1039
104 Klymene	伴女星
1040 Klumpkea	小行星1040
1041 Asta	小行星1041
Meyenheim	梅埃南 (上莱茵省)
1042 Amazone	小行星1042
Professor	教授
Landser (Rhenus Superior)	朗德塞
1043 Beate	小行星1043
Cyathea	桫欏屬
Symbiosis	共生
Valdieu-Lutran	瓦尔迪厄吕特朗 (上莱茵省)
Darius	大流士
Metzeral	梅特泽拉 (上莱茵省)
Manspach	芒斯帕克 (上莱茵省)
Logelheim	洛热延
Mertzen	梅尔特藏 (上莱茵省)
Urtica	蕁麻
Stylostixis	针灸
Éclusier-Vaux	埃克吕谢沃
Gigas gasosus	氣體巨行星
Ha Jin	哈金
Feuquières-en-Vimeu	弗基耶尔昂维默
L'Échelle-Saint-Aurin	莱谢勒圣欧兰
78 Diana	月神星
Faverolles (Samara)	法沃罗勒 (索姆省)
酉阳杂俎	酉阳杂俎
Henricus Le Chatelier	亨利·路易·勒夏特列
Étréjust	埃特雷瑞斯特
Eros	厄洛斯
Circulus administrativus australis-orientalis (Moscua)	东南行政区 (莫斯科)
1628 Strobel	小行星1628
Legatus (civilitas)	大使
Iulius Iglesias	胡利奥·伊格莱西亚斯
1744 Harriet	小行星1744
Étinehem	埃蒂讷昂
Fructosum	果糖
Fins (Samara)	凡村
Historia Germaniae	德国历史
Fignières	菲尼耶尔
Eques Romanus	羅馬騎士階級
Mythologia Romana	罗马神话
Sauldorf	绍尔多夫
Ioannes Paulus Marat	让-保尔·马拉
Albertus Hofmann	艾伯特·霍夫曼
Hakan Yakin	哈坎·雅金
Ludovicus Magnin	卢多维奇·马格宁
Didacus Benaglio	迭戈·貝納利奧
Petra de Catellis	皮耶特拉卡泰拉
Daniel Bernoullius	丹尼尔·伯努利
Elias Ducommun	埃利·迪科门
Instrumentum pacis Bressiciensis	布列斯特-立陶夫斯克條約
Callistus I	教宗加理多一世
Michaelina Calmy-Rey	米舍利娜·卡尔米-雷伊
Iacobus Bernoullius	雅各布·伯努利
Squamata	有鱗目
Attica	阿提卡
Milcolumbus IV (rex Scotiae)	马尔科姆四世
Vexillum Europae	欧盟旗帜
5072 Hioki	小行星5072
Inertia	慣性
Carolus II (rex Angliae)	查理二世 (英格兰)
Sinus Bothnicus	波的尼亞灣
Renata Zellweger	蕾妮·齐薇格
Robertus Hood	罗宾汉
Systema numerale	记数系统
Rosmarinus officinalis	迷迭香
Gulielmus Thomson, baro Kelvin	第一代开尔文男爵威廉·汤姆森
Osaka (praefectura)	大阪府
864 Aase	小行星864
Ursus americanus	美洲黑熊
Xylema	木质部
La Faloise	拉法卢瓦斯
Tribunal Europaeum a iuribus humanis	欧洲人权法院
Lucelle (Rhenus Superior)	吕塞尔
Ericus de Däniken	艾利希·馮·丹尼肯
Ioannes Ursinus de Balthasar	漢斯·烏爾斯·馮·巴爾塔薩
Anagramma	易位构词游戏
Lapoutroie	拉普特鲁瓦
Saint-Bernard (Rhenus Superior)	圣贝尔纳尔 (上莱茵省)
Leopoldus Ruzicka	拉沃斯拉夫·鲁日奇卡
Ioannes Küng	汉斯·昆
Knœringue	克诺埃兰盖
Alfredus Werner	阿尔弗雷德·维尔纳
Felix Bloch	费利克斯·布洛赫
Paediatria	小兒科
Henricus Rohrer	海因里希·罗雷尔
Huldericus Zvinglius	慈運理
Mahometus Mossadeq	穆罕默德·摩萨台
Kirchberg (Rhenus Superior)	基尔克贝尔
Luemschwiller	吕昂斯克维莱
Augustinus Pyramus de Candolle	奥古斯丁·彼拉姆斯·德堪多
Iacobus Necker	雅克·内克尔
Bellum Russo-Turcicum (1768-1774)	第五次俄土战争
Arnoldus Boecklin	阿诺德·勃克林
Thylacinus cynocephalus	袋狼
Raimundus Kopa	雷蒙·科帕
Vultur	禿鷲
Falvy	福尔维
Franciscus Borromini	弗朗切斯科·博罗米尼
Largitzen	拉尔吉特藏
Arthurus Honegger	阿尔蒂尔·奥涅格
Kœstlach	科埃斯特拉克
Kunheim	屈南
Vanessa Hudgens	凡妮莎·哈金斯
Liebsdorf	利耶布斯多尔
Leimbach (Rhenus Superior)	兰巴克 (上莱茵省)
Ioannes Piaget	讓·皮亞傑
Kruth	克吕 (上莱茵省)
Bruno Ganz	布鲁诺·冈茨
Unio Latina	拉丁语联盟
Agota Kristof	克里斯多夫·雅歌塔
Franciscus Crick	弗朗西斯·克里克
Ioannes Martinus Sutermeister	汉斯·马丁·祖特迈斯特
Achates	瑪瑙
Michael Caine	米高·肯恩
Carantonus	夏朗德河
Corinna Mauch	科琳·毛赫
Politia (Plato)	理想国
Thomas Erastus	托马斯·埃拉斯图斯
Ioannes Oecolampadius	約翰內斯·厄科蘭帕迪烏斯
Endemismus	特有種
Sinclair Lewis	辛克莱·刘易斯
Civitas mesogaea	內陸國家
Carolus Sturm	雅克·夏尔·弗朗索瓦·施图姆
Inventum	发明
Agullanum	阿吉利亚诺
Exstinctio	绝灭
Solstitium	至點
Arcevia	阿尔切维亚
Dies Cinerum	大齋首日
Andalusia	安达卢斯
Barbara (Italia)	巴尔巴拉
Belvederium (Marchia Anconitana)	贝尔韦德雷奥斯特伦塞
Caspar Bauhinius	加斯帕尔·博安
Acidum nucleicum	核酸
Holburnia	霍本
Camuranum	卡梅拉诺
Cybernetica	控制论
Lautenbach (Rhenus Superior)	洛唐巴克 (上莱茵省)
Magstatt-le-Haut	马格斯塔莱奥
Masevaux	马瑟沃 (上莱茵省)
Magstatt-le-Bas	马格斯塔莱巴
Gloria Macapagal-Arroyo	格洛丽亚·马卡帕加尔-阿罗约
Malmerspach	马尔梅尔斯帕克 (上莱茵省)
Camerata (Marchia Anconitana)	卡梅拉塔皮切纳
Labaroche	拉巴罗克
Abraham Ludovicus Breguet	亞伯拉罕·路易·布雷蓋
Magny (Rhenus Superior)	马尼 (上莱茵省)
Merxheim (Rhenus Superior)	梅尔克桑 (上莱茵省)
Nicolaus Hayek	尼古拉·海耶克
Pars (oppidum)	近鄰社區
Taodunum	邓迪
Ordo Civitatum Americanarum	美洲国家组织
Tumba Senogalliensium	卡斯泰尔科隆纳
Castrum Bellinum	卡斯泰尔贝利诺
Epistula II ad Corinthios	哥林多後書
Urs Widmer	乌尔斯·唯德默尔
Georgius Gershwin	乔治·格什温
Castrum Ficcardum	卡斯泰尔菲达尔多
Henricus Bullingerus	海因里希·布林格
Christophorus Blocher	克里斯托夫·布勞赫
Castrum Leonis (Marchia Anconitana)	卡斯泰莱奥内迪苏阿萨
Donatianus Alphonsus Franciscus de Sade	薩德侯爵
Regalis Societas Londini	皇家学会
Castrum Planium	卡斯特尔普拉尼奥
Ruth Dreifuss	露特·德萊富斯
Cerretum (Marchia Anconitana)	切雷托德西
Muğla (provincia)	穆拉省
Claravallis (Marchia Anconitana)	基亚拉瓦莱
Corinaldum	科里纳尔多
Cupra Montana	库普拉蒙塔纳
Tesqua	干草原
Nicolaus II Bernoullius	尼古拉二世·伯努利
Celeritas soni	音速
Castrum Falconarii	法尔科纳拉马里蒂马
Mons Filiorum Octrani	菲洛特拉诺
Genga	真加
Sclopetum striatum	步枪
Wesley Sneijder	韦斯利·斯内德
Lièpvre	利耶普夫尔
Lutter (Rhenus Superior)	吕泰
Kiffis	基菲
Kingersheim	坎热尔桑
Superconductrum	超导现象
Lautenbachzell	洛唐巴克泽 (上莱茵省)
Kœtzingue	科埃特赞盖
Magnolati	马伊奥拉蒂斯蓬蒂尼
Kientzheim	基安特赞
Ligsdorf	利格斯多尔
Lauw (Rhenus Superior)	洛镇 (上莱茵省)
Luttenbach-près-Munster	吕唐巴克普雷曼斯泰
Linsdorf	兰斯多尔
Lutterbach	吕泰尔巴克
Meragum	梅尔戈
KISS	Kiss合唱團
Mayfair	梅费尔
Moscianum	蒙萨诺
Mons Robertus	蒙泰罗贝尔托
Sectio conica	圆锥曲线
Mons Sancti Viti	蒙泰圣维托
Leymen	莱芒 (上莱茵省)
Liebenswiller	利耶邦斯维莱
Conductrum	導體
Bretigney	布雷蒂盖伊
Mons Arcis Ruptae	蒙泰卡罗托
Magnitudo apparens	星等
Veyrières (Curretia)	韦里埃 (科雷兹省)
Mons Marcianus	蒙泰马尔恰诺
Mons Radus	蒙泰拉多
2202 Pele	小行星2202
2203 van Rhijn	小行星2203
Amblum	丹贝尔
Aulaeum ferreum	铁幕
2201 Oljato	小行星2201
Murrum (Provincia Anconitana)	莫罗达尔巴
Machina lavatoria	洗衣機
Michael Besso	米給雷·貝索
Numana	努马纳
Kara	Kara
Dies Telluris	世界地球日
Violentia	暴力
Ofania	奥法尼亚
Auximum	奧西莫
2204 Lyyli	小行星2204
2205 Glinka	小行星2205
Ostra Nova	奥斯特拉
Ostra Vetus	奥斯特拉韦泰雷
Georgius Žukov	格奥尔基·康斯坦丁诺维奇·朱可夫
Podium Sancti Marcelli	波焦圣马尔切洛
Pulverigium	波尔韦里吉
Fouad Twal	福阿德·特瓦爾
Cera	蜡
Seditio	舉事
Pius VII	庇護七世
Ripae (Provincia Anconitana)	里佩
Castrum Rasorii	罗索拉
Fanum Sancti Marcelli (Marchia Anconitana)	圣马尔切洛
Gregorius IX	額我略九世
Castrum Montis Sancti Pauli	圣保洛迪耶西
Fanum Sanctae Mariae Riparum	圣马里亚诺瓦
Ordo Fratrum Minorum Capuccinorum	方濟嘉布遣會
L'Isle-sur-Serein	塞兰河畔利斯勒
Mindanaum	棉兰老岛
Saxum Ferratum	萨索费拉托
Sventoslaus Richter	斯维亚托斯拉夫·里赫特
Platyhelminthes	扁形动物门
Sena Gallica	塞尼加利亞
Serra Comitum	塞拉德孔蒂
Serra Sancti Quirici	塞拉圣奎里科
Bella Punica	布匿战争
Sirolum	西罗洛
Stafalum	斯塔福洛
Iuno	朱諾 (羅馬神話)
ALDI	Aldi
Slumdog Millionaire	貧民百萬富翁
Vaasa	瓦萨
Aretha Franklin	艾瑞莎·弗蘭克林
Levoncourt (Rhenus Superior)	勒翁库尔 (上莱茵省)
Photographema	相片
Gulielmus James	威廉·詹姆士
Saint-Nicolas-de-Port	圣尼科拉德波尔 (默尔特-摩泽尔省)
Angelopolis (Puebla)	普埃布拉
Luconia	呂宋
Carolus Cuéllar	卡洛斯·库拉尔
Gnaeus Pompeius Magnus	格奈乌斯·庞培
Portus Elizabetha	伊莉莎白港
Maris aequor	海平面
Index civitatum Americae per numerum civium	美國各州人口列表
Iğdır (provincia)	厄德尔省
Thos	胡狼
Parmenides	巴门尼德
1760 Sandra	小行星1760
The Clash	衝擊合唱團
Urbanus I	乌尔巴诺一世
Gulielmus III (rex Nederlandiae)	威廉三世 (尼德兰)
Ehud Barak	埃胡德·巴拉克
Index Imperatorum Romanorum	羅馬皇帝列表
457 Alleghenia	小行星457
Eduardus Norton	爱德华·诺顿
Kimberley (Africa Australis)	金伯利 (北开普省)
Seditio Islamica	伊朗伊斯蘭革命
Acco	阿卡 (以色列)
Michael Gondry	米歇·龔德里
Tingis	丹吉尔
Gypaetus barbatus	胡兀鷲
Iacobus II (rex Angliae)	詹姆斯二世 (英格蘭)
Colonia Plimmuta	普利茅斯殖民地
Nycticorax nycticorax	夜鹭
Conquisitatores Hispani	征服者
4359 Berlage	小行星4359
Wulfrunehantona	伍爾弗漢普頓
Barrala	巴拉利
6646 Churanta	小行星6646
Rebellio Decembristarum	十二月党人起义
Arsissa palus	凡湖
6710 Apostel	小行星6710
6695 Barrettduff	小行星6695
1486 Marilyn	小行星1486
6647 Josse	小行星6647
Ferreum Castrum	艾森斯塔特
Thomas Paine	托马斯·潘恩
Stephanus Irwin	史帝夫·厄文
Arca Noë	诺亚方舟
Ioannes Paskevič	伊万·帕斯克维奇
Theodorus Stolojan	特奥多尔·杜米特鲁·斯托洛然
Silvanectum	桑利 (瓦兹省)
Nicolaus Văcăroiu	尼古拉·沃克罗尤
Cantiliacum	尚蒂利
Sacabis	萨卡文
Benedictus XIV	本篤十四世
Happy Feet	快樂腳
Argaeus (Cappadocia)	埃爾吉耶斯山
Aluta	奧爾特河
Aerosmith	空中铁匠
Sanctus Bartholomeus (Mariculum)	圣巴尔泰莱米 (莫尔比昂省)
Pénestin	佩内斯坦 (莫尔比昂省)
Cotyaeum (provincia)	屈塔希亚省
