Afrika	非洲
Marry the Night	夜的嫁衣
The Edge of Glory	The Edge Of Glory
Xubuntu	Xubuntu
Torre Annunziata	托雷安农齐亚塔
Elia Kazan	伊利亚·卡赞
Schwarzschildov polumjer	史瓦西半徑
Taiyuan	太原市
Zaštitne naočale	护目镜
Svinjska mast	豬油
Oni žive (1988.)	極度空間
Ona je muškarac	足球尤物
Kopneni taipan	內陸太攀蛇
Forest (Belgija)	福雷
Reservoir Dogs	落水狗
Bing Crosby	冰·哥羅士比
Groenlo	赫龍洛
Gene Kelly	金·凱利
Paul Karrer	保罗·卡勒
Anabaza	长征记
Skandinavski poluotok	斯堪的纳维亚半岛
Adolf von Trotha	阿道夫·馮·特羅塔
Zambijska kvača	尚比亞克瓦查
Pic de Bugarach	比加拉什峰
Billy Idol	比利·爱多尔
Camerino	卡梅里诺
Arkesilaj iz Pitane	阿尔克西拉乌斯
Acre (rijeka)	阿克里河
Futurama	乃出個未來
Paraolimpijske igre	残奥会
Avion od papira	纸飞机
Al-Hilal	沙特希拉爾足球俱樂部
Dezinfekcija	消毒
Grad duhova	鬼鎮
Menlo Park (Kalifornija)	门洛帕克 (加利福尼亚州)
Hobit (roman)	哈比人歷險記
Hobiti	哈比人
Morski konjic	海馬
Spermij	精子
Kuća Crnoglavih	黑头宫
Boden	博登
Dalian	大连市
Krvavi dijamant (2006.)	血鑽 (電影)
Zastava Salomonskih Otoka	索羅門群島國旗
Delfi	德尔斐
Paleozoik	古生代
Visoravan	高原
217. pr. Kr.	前217年
227. pr. Kr.	前227年
282. pr. Kr.	前282年
279. pr. Kr.	前279年
404. pr. Kr.	前404年
Miguel Ángel Asturias	米格尔·安赫尔·阿斯图里亚斯
Isaac Bashevis Singer	艾薩克·巴甚維斯·辛格
Almoravidi	穆拉比特王朝
321. pr. Kr.	前321年
Ričica (Rumunjska)	雷希察
360. pr. Kr.	前360年
324. pr. Kr.	前324年
Pierre de Fermat	皮埃爾·德·費馬
281. pr. Kr.	前281年
406. pr. Kr.	前406年
Sporting Clube de Braga	布拉加體育會
Apple Macintosh	Mac電腦
Samuel Finley Breese Morse	萨缪尔·摩尔斯
Sljepulje	盲鰻
Sporting Clube de Portugal	里斯本竞技
Tihany	蒂豪尼
Selenga	色楞格河
Drugi rat u Kongu	第二次刚果战争
Ferdinand von Zeppelin	斐迪南·冯·齐柏林
Nicolaus August Otto	尼古拉斯·奧托
Ferdinand Lassalle	斐迪南·拉萨尔
Vidna kora	视觉皮层
Eluveitie	Eluveitie
Luterani	信義宗
Nick Heidfeld	尼克·海费尔德
Wilhelm Wundt	威廉·冯特
Nico Rosberg	尼科·罗斯伯格
Clara Zetkin	克拉拉·蔡特金
Ralf Schumacher	拉夫·舒馬赫
Katilina	喀提林
Heinrich Wilhelm Olbers	海因里希·奧伯斯
Harald zur Hausen	哈拉尔德·楚尔·豪森
Alfred Rosenberg	阿爾弗雷德·羅森堡
Jorge Rafael Videla	豪尔赫·拉斐尔·魏地拉
Georg Philipp Telemann	格奥尔格·菲利普·泰勒曼
Nuri Şahin	紐尼·沙軒
Rudolf Heß	鲁道夫·赫斯
Karl Liebknecht	卡尔·李卜克内西
Friedrich Hölderlin	弗里德里希·荷爾德林
Turkestanska autonomna sovjetska socijalistička republika	土耳其斯坦蘇維埃社會主義自治共和國
Prljavi rat	骯髒戰爭 (阿根廷)
Vlačna čvrstoća	强度
Grčko-perzijski ratovi	波希战争
Kanadski štit	加拿大地盾
Slobodna Država Kongo	剛果自由邦
Politička desnica	右派
Diego Milito	迪亞高·米列圖
Glam rock	華麗搖滾
Amur (riba)	草鱼
Sukarno	蘇卡諾
Megawati Sukarnoputri	梅加瓦蒂·苏加诺普特丽
Balon od sapunice	肥皂泡
Litavsko-bjeloruska Sovjetska Socijalistička Republika	立陶宛-白俄羅斯蘇維埃社會主義共和國
Facial	颜射
Epica	黯黑史詩
Crveni pomak	紅移
Paleocen	古新世
Call of Duty 4: Modern Warfare	決勝時刻4：現代戰爭
Pliocen	上新世
Miocen	中新世
Eocen	始新世
Linjak	丁鱥
Deklinacija (astronomija)	赤纬
Spektar (boja)	可见光
Mont Pelée	培雷火山
Alfred Wegener	阿尔弗雷德·魏格纳
Philipp Melanchthon	菲利普·梅兰希通
Dietrich Bonhoeffer	迪特里希·潘霍華
Boris Becker	鲍里斯·贝克尔
Sabine Lisicki	萨比娜·利斯基
Otto von Habsburg	奧托·馮·哈布斯堡
Heinrich August Rudolf Grisebach	奧古斯特·格里瑟巴赫
Hans-Georg Gadamer	汉斯-格奥尔格·伽达默尔
Jürgen Habermas	尤尔根·哈贝马斯
Carl von Ossietzky	卡爾·馮·奧西茨基
Ernst Abbe	恩斯特·阿贝
Wilhelm Keitel	威廉·凱特爾
Hans Zimmer	漢斯·季默
Regiomontanus	约翰·缪勒
Martin Bormann	马丁·鲍曼
Zemljopis Češke	捷克地理
Sinn Féin	新芬黨
Perm (geološko razdoblje)	二叠纪
Charles Bukowski	查理·布考斯基
Cerumen	耳垢
Ludwig Feuerbach	路德维希·安德列斯·费尔巴哈
Emil Adolf von Behring	埃米尔·阿道夫·冯·贝林
Carl Philipp Emanuel Bach	卡尔·菲利普·埃马努埃尔·巴赫
Carl von Clausewitz	卡尔·冯·克劳塞维茨
Johann Gottfried Galle	约翰·格弗里恩·伽勒
Rudolf Virchow	鲁道夫·菲尔绍
Eva Braun	爱娃·勃劳恩
Dopplerov efekt	多普勒效应
Karl Dönitz	卡尔·邓尼茨
Antiobrazac	反面模式
Oktalni brojevni sustav	八进制
Otto Heinrich Warburg	奥托·海因里希·瓦尔堡
Suza	淚
Tvornička prodaja	暢貨中心
Za šaku dolara	荒野大鏢客
Rainer Maria Rilke	莱纳·玛利亚·里尔克
Paul von Heyse	保罗·海泽
Dzeržinsk	捷尔任斯克
Karl Jaspers	卡尔·雅斯贝尔斯
August Bebel	奥古斯特·倍倍尔
Max Scheler	马克斯·舍勒
Horst Mahler	霍尔斯特·马勒
Ulrike Meinhof	乌尔丽克·梅茵霍芙
Nico Hülkenberg	尼古拉斯·賀根堡
Meister Eckhart	埃克哈特大师
Josip II., car Svetog Rimskog Carstva	约瑟夫二世 (神圣罗马帝国)
Antidepresivi	抗抑郁药
Heinrich Cornelius Agrippa von Nettesheim	阿格里帕·冯·内特斯海姆
Georgius Agricola	格奧爾格·阿格里科拉
Cumshot	口內射精
Kombinatorika	组合数学
Manfred Eigen	曼弗雷德·艾根
Kus-kus	古斯米
Nenasilje	非暴力
Theodor Fontane	台奥多尔·冯塔纳
Otto Strasser	奥托·斯特拉瑟
Mathias Rust	马蒂亚斯·鲁斯特
Frank-Walter Steinmeier	弗兰克-瓦尔特·施泰因迈尔
Rodbina	表親
Friedrich Fröbel	弗里德里希·福禄贝尔
Teorija centralnog mjesta	中心地理論
Wilhelm Eduard Weber	威廉·韦伯
Max Wolf	馬克斯·沃夫
Karl Lagerfeld	卡爾·拉格斐
Claudia Schiffer	歌地亞·雪花
Timo Glock	提摩·格洛克
Heinz-Harald Frentzen	海因茨-哈拉尔德·弗伦岑
Godefroy de Bouillon	布永的戈弗雷
Max Stirner	麥克斯·施蒂納
Peter Behrens	彼得·贝伦斯
Karlo VII. Albert	查理七世 (神圣罗马帝国)
Athanasius Kircher	阿塔纳斯·珂雪
Karl Haushofer	卡爾·豪斯霍弗爾
Sveta Edith Stein	艾蒂特·史坦茵
Tim Borowski	蒂姆·博罗夫斯基
Hagen Kleinert	哈根·克莱纳特
Friedrich Ratzel	弗里德里希·拉采尔
Gerd Binnig	格尔德·宾宁
Košulja	襯衫
Max Delbrück	馬克斯·德爾布呂克
Christoph Waltz	克里斯托弗·瓦尔兹
Daniel Cohn-Bendit	丹尼爾·孔-本迪
Gottfried Böhm	哥特佛伊德·波姆
Georg Simmel	格奥尔格·齐美尔
Mohamed Zidan	模罕默德·施丹
Johann Tetzel	若望·特次勒
Baldur von Schirach	巴爾杜爾·馮·席拉赫
Wilhelm Frick	威廉·弗利克
Lee Marvin	李·馬榮
Petrolej	煤油
Princ Maximilian Badenski	馬克西米連·馮·巴登
August von Mackensen	奥古斯特·冯·马肯森
Venecijanska laguna	威尼斯潟湖
Rudolf I., njemački kralj	鲁道夫一世 (德意志)
Ralf Dahrendorf	拉尔夫·达伦多夫
Pavel Aleksejevič Čerenkov	帕维尔·阿列克谢耶维奇·切连科夫
Sophie Scholl	蘇菲·蕭爾
Julius Streicher	尤利乌斯·施特莱彻
Mayer Amschel Rothschild	迈尔·阿姆谢尔·罗斯柴尔德
Anton Drexler	安東·德萊克斯勒
Moses Mendelssohn	摩西·门德尔松
Lion Feuchtwanger	利翁·福伊希特万格
Karl Wilhelm Reinmuth	卡尔·威廉·雷睦斯
Paul van Dyk	保羅·凡戴克
Richard Kruspe	理查德·克魯斯帕
Chris Kaman	克里斯·卡曼
Karl Sigismund Kunth	卡尔·西吉斯蒙德·孔茨
Jean Paul	让·保罗
Bert Sakmann	伯特·薩克曼
Klaus Mann	克劳斯·曼
Fritz Sauckel	弗里茨·绍克尔
Wilhelm Emil Messerschmitt	威利·梅塞施密特
Felix Wankel	菲力斯·汪克爾
Fritz Albert Lipmann	弗里茨·阿尔贝特·李普曼
Ulrich von Hutten	乌尔里希·冯·胡滕
Theobald von Bethmann-Hollweg	特奥巴登·冯·贝特曼·霍尔维格
Euroazijska stepa	欧亚大草原
Wilhelm Maybach	威廉·梅巴赫
Erwin Neher	厄溫·內爾
Alexandre Grothendieck	亚历山大·格罗滕迪克
Werner Forßmann	沃纳·福斯曼
Mona Barthel	莫娜·巴特尔
Konstantin Fehrenbach	康斯坦丁·费伦巴赫
Georges J. F. Köhler	乔治斯·克勒
Princ Chlodwig zu Hohenlohe-Schillingsfürst	克洛德维希·卡尔·维克托·菲斯特·霍恩洛厄-希灵斯菲斯特
Julia Görges	尤莉亞·戈格斯
Otto Loewi	奥托·勒维
Christiane Nüsslein-Volhard	克里斯汀·紐斯林-沃爾哈德
Angelique Kerber	安赫利奎·克柏
Wilhelm Cuno	威廉·古诺
Wilhelm Marx	威廉·马克思
Lotar III. Saksonac	洛泰尔二世 (神圣罗马帝国)
Gustav Schwab	古斯塔夫·施瓦布
Winx	魔法俏佳人
Građevinarstvo	土木工程
Radiologija	影像诊断学
Spojler (mediji)	劇情透露
Benoît Assou-Ekotto	贝诺瓦·阿索-埃科托
Romy Schneider	罗密·施奈德
Ernst Kaltenbrunner	恩斯特·卡爾滕布倫納
Alban Berg	阿尔班·贝尔格
Georg Trakl	格奥尔格·特拉克尔
Joseph Alois Schumpeter	约瑟夫·熊彼特
Robert Bárány	羅伯特·巴拉尼
Julius Wagner-Jauregg	朱利葉斯·瓦格納-堯雷格
Richard Kuhn	里夏德·库恩
Rudolf Steiner	魯道夫·斯坦納
Johann Palisa	約翰·帕利扎
Robert Musil	罗伯特·穆齐尔
Niki Lauda	尼基·劳达
Thomas Klestil	托马斯·克莱斯蒂尔
Stefan Zweig	斯蒂芬·茨威格
Tomáš Garrigue Masaryk	托马斯·马萨里克
Valari	維拉
Roland Ratzenberger	羅蘭德·拉岑伯格
Konrad Lorenz	康拉德·洛伦兹
Alexander Wurz	亚历山大·伍尔茨
Carl Ferdinand Cori	卡尔·斐迪南·科里
Gerhard Berger	加赫特·貝加
Hermann Oberth	赫尔曼·奥伯特
Ingeborg Bachmann	英格博格·巴赫曼
Erich von Stroheim	艾利·馮·史托洛海姆
Joseph Roth	约瑟夫·罗特
Karlo Habsburško-Lorenski	卡爾·馮·哈布斯堡
Anna Netrebko	安娜·奈瑞贝科
Victor Franz Hess	维克托·赫斯
Franz Conrad von Hötzendorf	康拉德·馮·赫岑多夫
Ulmo	烏歐牟
Richard von Coudenhove-Kalergi	理查德·尼古拉斯·冯·康登霍维-凯勒奇
Oromë	歐羅米
Eugen Austrijski	欧根大公 (奥地利)
Hanns Eisler	汉斯·艾斯勒
Jenisej	葉尼塞河
Karl Freiherr von Rokitansky	卡尔·冯·罗基坦斯基
Milan Horvat	米兰·霍瓦特
Richard Kohn	理查德·科恩
Jana (rijeka)	亚纳河
Kolima	科雷馬河
Hans Hollein	漢斯·霍萊因
Jednosupnice	單子葉植物
Peloponez	伯罗奔尼撒
Elektronegativnost	电负性
San Luis Potosí	聖路易斯波托西州
Električna gitara	电吉他
Pieter Zeeman	彼得·塞曼
Ulica	街道
Superman	超人
Walter Scott	沃尔特·司各特
Mike Tyson	迈克·泰森
Spider-Man	蜘蛛人
340. pr. Kr.	前340年
213. pr. Kr.	前213年
312. pr. Kr.	前312年
Kambrij	寒武纪
Kama (rijeka)	卡馬河
Zastava Vatikana	梵蒂冈国旗
New Line Cinema	新線影業
Triptih	三聯畫
Angoon, Aljaska	安贡 (阿拉斯加州)
Demopolis, Alabama	戴摩波里斯 (阿拉巴马州)
Nulato	努拉托 (阿拉斯加州)
Bullhead City, Arizona	布尔海德市 (亚利桑那州)
El Mirage, Arizona	萨尔瓦多幻影 (亚利桑那州)
Lake Havasu City, Arizona	哈瓦苏湖城 (亚利桑那州)
Litchfield Park, Arizona	利奇菲尔德公园 (亚利桑那州)
Avondale, Arizona	埃文代尔 (亚利桑那州)
Willcox, Arizona	威尔科克斯 (亚利桑那州)
Goodyear, Arizona	嘉年 (亚利桑那州)
Protutijela	抗体
Cottonwood, okrug Apache (Arizona)	卡顿 (亚利桑那州)
Somerton, Arizona	萨默顿 (亚利桑那州)
Helena, Alabama	海伦娜 (阿拉巴马州)
Juno (2007.)	Juno少女孕記
Kemijska tvar	化学物质
Google Play	Google Play
Ciklona	气旋
Google SketchUp	SketchUp
Dosadašnje inačice sustava Androida	Android歷史版本
Fairbanks, Aljaska	費爾班克斯 (阿拉斯加州)
Eufaula	尤福拉 (阿拉巴马州)
Benson, Arizona	本森 (亚利桑那州)
UMTS	通用移动通讯系统
3G	3G
LTE	長期演進技術
GPRS	通用分组无线服务
Licencija	牌照
Bisbee, Arizona	比斯比 (亚利桑那州)
Kilobajt	千字节
Winslow, Arizona	温斯洛 (亚利桑那州)
Kingman, Arizona	金曼 (亚利桑那州)
Međuzemlje	中土大陸
Megabajt	百万字节
Svijeća	蜡烛
1230-ih	1230年代
Krvna plazma	血浆
Oligarhija	寡头政治
Querétaro	克雷塔羅州
Barometar	气压表
John Milton	约翰·弥尔顿
427. pr. Kr.	前427年
Silmarillion	精靈寶鑽
Wikipedija:Izabrani članci/Prijedlozi za izabrane članke	Wikipedia:特色条目评选
332. pr. Kr.	前332年
Safford, Arizona	萨福德 (亚利桑那州)
296. pr. Kr.	前296年
260. pr. Kr.	前260年
228. pr. Kr.	前228年
224. pr. Kr.	前224年
298. pr. Kr.	前298年
Gibanje	運動 (物理學)
Nogales, Arizona	诺加利斯 (亚利桑那州)
Prijatelji	老友记
Elektrokardiogram	心电图
Wikipedija:Susreti Wikipedista	Wikipedia:聚会
Fridrik I. Barbarossa	腓特烈一世 (神圣罗马帝国)
Wikipedija:Aktualno	Wikipedia:宣告
Rekonkvista	收復失地運動
Obični jelen	欧洲马鹿
273. pr. Kr.	前273年
930-ih	930年代
Armenci	亚美尼亚人
Strojno prevođenje	机器翻译
Argentinska nogometna reprezentacija	阿根廷國家足球隊
Domaći zamorčić	豚鼠
Constanţa (grad)	康斯坦察
Mulhouse	米卢斯
Saint Johns, Arizona	圣约翰斯 (亚利桑那州)
Konoplja	大麻属
Yuma, Arizona	尤馬 (亞利桑那州)
1390-ih	1390年代
Adam Mickiewicz	亚当·密茨凯维奇
Globe, Arizona	格洛布 (亚利桑那州)
261. pr. Kr.	前261年
305. pr. Kr.	前305年
Apache Junction, Arizona	阿帕奇章克申 (亚利桑那州)
387. pr. Kr.	前387年
Sunčev vjetar	太阳风
Harmonika	手风琴
Flagstaff, Arizona	弗拉格斯塔夫 (亚利桑那州)
Southampton	南安普敦
Ekliptika	黄道
Komunistička partija Sovjetskog Saveza	苏联共产党
Konya	科尼亞 (土耳其)
Svjetsko prvenstvo u nogometu - Brazil 2014.	2014年世界盃足球賽
Huntsville, Alabama	亨茨维尔 (亚拉巴马州)
Michoacán	米却肯州
Chinvali	茨欣瓦利
Williams, Arizona	威廉姆斯 (亚利桑那州)
Birmingham, Alabama	伯明翰 (亚拉巴马州)
Popis francuskih vladara	法国君主列表
Leeds, Alabama	利兹 (阿拉巴马州)
Ljutnja	憤怒
Objektno orijentirano programiranje	面向对象程序设计
Tombstone, Arizona	汤姆斯通
Zastava Afganistana	阿富汗国旗
Izida	伊西斯
Maricopa, Arizona	马里科帕 (亚利桑那州)
Douglas, Arizona	道格拉斯 (亚利桑那州)
Debrecin	德布勒森
Hormuški tjesnac	霍爾木茲海峽
Casa Grande, Arizona	卡萨格兰德 (亚利桑那州)
Ugrofinski jezici	芬兰-乌戈尔语族
Sierra Vista, Arizona	谢拉维斯塔 (亚利桑那州)
South Tucson, Arizona	南图森 (亚利桑那州)
Brailleovo pismo	盲文
Dioba vlasti	權力分立
Morseov kod	摩尔斯电码
Tolleson, Arizona	托利森 (亚利桑那州)
Jerome David Salinger	杰罗姆·大卫·塞林格
Ruski građanski rat	俄国内战
Holbrook, Arizona	霍尔布鲁克 (亚利桑那州)
Nevladina udruga	非政府组织
Vodomar	普通翠鸟
Durango	杜蘭戈州
Nayarit	納亞里特州
1130-ih	1130年代
Puebla	普埃布拉州
Tamna tvar	暗物质
Endoplazmatska mrežica	内质网
Akne	粉刺
Prescott, Arizona	普雷斯科特 (亚利桑那州)
Cvjetni pelud	花粉
335. pr. Kr.	前335年
470. pr. Kr.	前470年
Page, Arizona	佩吉市
211. pr. Kr.	前211年
271. pr. Kr.	前271年
290. pr. Kr.	前290年
Omanski zaljev	阿曼灣
Wikipedija:Provjerljivost	Wikipedia:可供查證
Aguascalientes	阿瓜斯卡連特斯州
283. pr. Kr.	前283年
284. pr. Kr.	前284年
299. pr. Kr.	前299年
Kip Krista Iskupitelja	里約熱內盧基督像
Zlatna Horda	欽察汗國
Napadi u Norveškoj 22. srpnja 2011.	2011年挪威爆炸和枪击事件
Emma Goldman	埃玛·戈尔德曼
Jakov I., kralj Engleske	詹姆斯六世及一世
1360-ih	1360年代
1270-ih	1270年代
Varanasi	瓦拉納西
José Mourinho	何塞·穆里尼奥
Ethernet	以太网
Christchurch	基督城
Ozonski omotač	臭氧层
Uran (mitologija)	乌拉诺斯
Coronel Fabriciano	法布里西亚诺上校城
Paprati	蕨类植物
Računalno programiranje	程序设计
Tamaulipas	塔毛利帕斯州
Chiba, prefektura	千葉縣
San Luis, Arizona	圣路易斯 (亚利桑那州)
Kontrabas	低音提琴
Erozija	侵蚀作用
Aleksandar I., papa	教宗亚历山大一世
Genocid nad Armencima	亚美尼亚种族大屠杀
Ruta (knjiga)	路得記
Kazasi	哈薩克族
Sedona, Arizona	塞多纳 (亚利桑那州)
Ček	支票
Zakon braće	越狱 (电视剧)
Charlize Theron	查理兹·塞隆
Al Capone	艾爾·卡彭
Tabriz	大不里士
Sonet	十四行诗
Nobelova nagrada za fiziologiju ili medicinu	诺贝尔生理学或医学奖
Elias Canetti	埃利亞斯·卡內蒂
Coolidge, Arizona	柯立芝 (亚利桑那州)
Megan Fox	美瑾·霍絲
Simbol	符号
Eloy, Arizona	埃洛伊 (亚利桑那州)
Babsk	巴布斯克
Humanističke znanosti	人文学科
Integral	积分
Kenzaburo Oe	大江健三郎
Zastava Kanade	加拿大國旗
Ekspresionizam	表现主义
Daniel (knjiga)	但以理書
Nürnberški proces	纽伦堡审判
Poker	撲克
Dmitrij Šostakovič	德米特里·德米特里耶维奇·肖斯塔科维奇
Emily Brontë	艾米莉·勃朗特
Šešir	帽子
341. pr. Kr.	前341年
291. pr. Kr.	前291年
343. pr. Kr.	前343年
Popis valuta po državama	流通貨幣列表
349. pr. Kr.	前349年
Čimpanze	黑猩猩屬
308. pr. Kr.	前308年
292. pr. Kr.	前292年
380. pr. Kr.	前380年
267. pr. Kr.	前267年
Mramorna mačka	纹猫
339. pr. Kr.	前339年
338. pr. Kr.	前338年
294. pr. Kr.	前294年
302. pr. Kr.	前302年
214. pr. Kr.	前214年
328. pr. Kr.	前328年
Joseph-Louis Lagrange	约瑟夫·拉格朗日
Boca	瓶子
Tamarind	酸豆
Ural (rijeka)	乌拉尔河
Quintana Roo	金塔納羅奧州
Sinaloa	錫那羅亞州
Zacatecas	薩卡特卡斯州
Viola	中提琴
Martin Frobisher	马丁·弗罗比舍
Zabranjeni grad	故宫
Celuloza	纤维素
Tulkas	托卡斯
Angelovi slapovi	安赫尔瀑布
Korn	Korn
Giorgio Chiellini	乔吉奥·基耶利尼
Oslobodilački tigrovi Tamilskog Elama	泰米尔伊拉姆猛虎解放组织
Halldór Laxness	哈尔多尔·拉克斯内斯
William Parry Murphy	威廉·莫菲
Sandy Island (Nova Kaledonija)	珊迪島
Engleski građanski rat	英國內戰
Olimp	奥林匹斯山
Prva poslanica Korinćanima	哥林多前書
Proljetna točka	春分点
Kitopsina	鯨鯊
Hobit: Neočekivano putovanje (2012.)	霍比特人：意外旅程
Kurilski otoci	千島群島
Periklo	伯里克利
Julianne Moore	茱莉安·摩爾
Novaja Zemlja	新地岛
Nelly Furtado	妮莉·費塔朵
Aichi, prefektura	愛知縣
Ana Ahmatova	安娜·安德烈耶芙娜·艾哈迈托娃
Robert Campin	罗伯特·坎平
Anaklet	教宗克雷
Miroslav Klose	米罗斯拉夫·克洛泽
Mungosi	獴科
Gavrilo Princip	加夫里洛·普林西普
Nicolae Ceaușescu	尼古拉·齐奥塞斯库
Sveta Cecilija	聖則濟利亞
Julije II.	儒略二世
Shreveport, Louisiana	什里夫波特 (路易斯安那州)
Indijska rupija	印度盧比
Bamija	秋葵
MIDI	MIDI
Ahmedija	蘇丹艾哈邁德清真寺
Antiohija	安塔基亞
Gondvana	冈瓦那大陆
Arthur Miller	亞瑟·米勒
Higin	教宗伊琪
Anaksimen	阿那克西美尼
Edvard Grieg	爱德华·格里格
Hidroelektrana	水力發電
370. pr. Kr.	前370年
219. pr. Kr.	前219年
479. pr. Kr.	前479年
Haploskupina	单倍群
Microsoft Access	Microsoft Access
Španjolsko kolonijalno carstvo	西班牙帝國
358. pr. Kr.	前358年
329. pr. Kr.	前329年
Aleli	等位基因
Dinamit	矽藻土炸藥
Tenzing Norgay	丹增诺盖
Charlton Heston	查尔顿·赫斯顿
960-ih	960年代
990-ih	990年代
890-ih	890年代
1190-ih	1190年代
Sinovi i ljubavnici	兒子與情人
1180-ih	1180年代
Sunčani sat	日晷
Sputnjik 1	史普尼克1號
Jin Mao Tower	金茂大厦
Harry Potter i Red feniksa	哈利·波特与凤凰社
Ana Boleyn	安妮·博林
Integrirani krug	集成电路
Natprirodno	超自然现象
Lingua franca	通用语
307. pr. Kr.	前307年
Fernando Álvarez de Toledo Alba	费尔南多·阿尔瓦雷斯·德·托莱多，第三代阿尔瓦公爵
Shanghai World Financial Center	上海环球金融中心
334. pr. Kr.	前334年
Adenozin trifosfat	三磷酸腺苷
Gabriela Mistral	加夫列拉·米斯特拉爾
Pjongjanški metro	平壤地鐵
Nuklearni reaktor	核反应堆
James Chadwick	詹姆斯·查德威克
Sigrid Undset	西格丽德·温塞特
Gerilsko ratovanje	游击战
Pearl S. Buck	赛珍珠
Hidalgo (savezna država)	伊達爾戈州
Donald Glaser	唐纳德·格拉泽
Campeche	坎佩切州
Microsoft Outlook	Microsoft Outlook
Tabasco	塔巴斯科州
Odbor državne sigurnosti	克格勃
Tragedija	悲劇
Lindisfarnska evanđelja	林迪斯法恩福音書
John Travolta	约翰·特拉沃尔塔
Prvotravanjska šala	愚人节
Bengalski tigar	孟加拉虎
Santos Futebol Clube	桑托斯足球俱乐部
Svante August Arrhenius	斯凡特·奥古斯特·阿伦尼乌斯
Botafogo de Futebol e Regatas	保地花高足球競賽會
Stočarstvo	畜牧业
Sociedade Esportiva Palmeiras	帕梅拉斯足球俱樂部
Cate Blanchett	凯特·布兰切特
Vanjski Hebridi	外赫布里底群岛
Nihilizam	虚无主义
Filip, vojvoda od Edinburgha	爱丁堡公爵菲利普亲王
Hewlett-Packard	惠普
Fes	非斯
Fluminense Football Club	富明尼斯足球會
Bhopal	博帕尔
Programsko inženjerstvo	软件工程
Sigurnosna stijena	防火墙
Rikard II.	理查二世 (英格兰)
Grčka retorika	修辞学
Juda Iškariotski	加略人猶大
Perje	羽毛
Monterrey	蒙特雷
Hidrološki ciklus	水循环
Charleroi	沙勒罗瓦
Oluja	风暴
Homeopatija	顺势疗法
Glavni tajnik Ujedinjenih naroda	联合国秘书长
Henri Poincaré	儒勒·昂利·庞加莱
Europski bizon	欧洲野牛
Inženjer	工程师
Top	加农炮
Šaran	鯉
950-ih	950年代
Mano Menezes	文尼薩斯
Mandžurija	满洲地区
Anders Celsius	安德斯·攝爾修斯
Talisa Soto	塔丽萨·索托
Sjeverozapadni prolaz	西北水道
Olomouc	奧洛穆克
304. pr. Kr.	前304年
348. pr. Kr.	前348年
Uvs-Nuur	烏布蘇湖
309. pr. Kr.	前309年
Polimer	聚合物
342. pr. Kr.	前342年
303. pr. Kr.	前303年
364. pr. Kr.	前364年
268. pr. Kr.	前268年
Baffinov otok	巴芬島
Apsolutna nula	绝对零度
469. pr. Kr.	前469年
Nuklearna fizika	原子核物理学
1020-ih	1020年代
1060-ih	1060年代
Močvarni krokodil	沼澤鱷
Pipin Mali	矮子丕平
Gerlachovský štít	格尔拉赫峰
Ulješura	抹香鲸
278. pr. Kr.	前278年
John Gurdon	约翰·格登
Sándor Petőfi	裴多菲·山多尔
286. pr. Kr.	前286年
Michael Shanks	迈克尔·山克斯
Morfin	嗎啡
Varani	巨蜥
Siemens AG	西门子公司
Bankomat	自動櫃員機
Knjiga o Sucima	士師記
Karl Popper	卡尔·波普尔
1210-ih	1210年代
1350-ih	1350年代
390. pr. Kr.	前390年
274. pr. Kr.	前274年
Europsko prvenstvo u košarci - Poljska 2009.	2009年歐洲籃球錦標賽
Zastava Švedske	瑞典國旗
Acre (jedinica)	英亩
Organizacija za europsku sigurnost i suradnju	歐洲安全與合作組織
Greenpeace	绿色和平
289. pr. Kr.	前289年
272. pr. Kr.	前272年
Harrison Ford	哈里森·福特
1310-ih	1310年代
1260-ih	1260年代
1220-ih	1220年代
1010-ih	1010年代
Dekadski brojevni sustav	十进制
Slanutak	鹰嘴豆
Fraktal	分形
Warp	曲速引擎
Acapulco	阿卡普尔科
Alkeni	烯烃
TCP/IP	TCP/IP协议族
Noa	挪亞
Walt Whitman	沃尔特·惠特曼
Aldous Huxley	奥尔德斯·赫胥黎
Ångstrom	埃格斯特朗
T28 super teški tenk	T28超重型坦克
Špinat	菠菜
Zastava Estonije	爱沙尼亚国旗
Zastava Litve	立陶宛国旗
Levant	黎凡特
Costas Mandylor	科斯塔斯·曼迪勒
Türk Telekom Arena	土耳其电信竞技场
Keltsko more	凱爾特海
Karlo I., kralj Engleske	查理一世 (英格蘭)
Citrus	柑橘属
Pierce Brosnan	皮尔斯·布鲁斯南
Zastava Andore	安道尔国旗
Kimi ga Yo	君之代
Rat u Libiji	2011年利比亚内战
Alpaka	羊驼
Pascal (programski jezik)	Pascal (程式語言)
Segedin	塞格德
Dinastija Windsor	溫莎王朝
Velika rasjedna dolina	東非大裂谷
Dinja	厚皮甜瓜
Akapski zaljev	亚喀巴湾
Fort-de-France	法兰西堡
Siksto I.	西斯笃一世
Egzonim	當地地名與外來地名
Ambrazura	垛口
Telesfor	教宗福禄
Bell X-2	X-2試驗機
Elefant	象式重驅逐戰車
Akacija	金合欢
970-ih	970年代
Atentat	暗杀
Zastava Australije	澳大利亚国旗
François Mauriac	弗朗索瓦·莫里亚克
Da Vincijev kod	達文西密碼
314. pr. Kr.	前314年
Barbeta	炮座
344. pr. Kr.	前344年
325. pr. Kr.	前325年
